Key,Content
purchase_limit,限制購買
resource_not_enough_102,永恆石不足
shop_desc_105,"訂閱期間：1週。  
免費試用：享受3天免費試用吧！試用期結束後，每週將收取{0}的費用。  
自動續訂：VIP會員是每週循環訂閱。除非您在當前周期結束前至少24小時取消，否則您的帳戶將自動為下一個周期收費。  
取消續訂：購買後，您可以前往Google Play帳戶設置管理並關閉訂閱的自動續訂功能。

啟用此訂閱後，您將獲得：  
1) 每天10顆永恆之石。"
pack_first,首充禮包
go,前往
purchase_confirm_desc,確定花費<color=#ffe300>{0}</color>購買<color=#ffe300>{1}</color>嗎？
shop_desc_105_ios,"訂閱週期：1週。  
免費試用：享受3天的免費試用！試用結束後，每週將收取{0}。  
自動續訂：VIP會員是每週自動續訂的。您的帳戶將自動扣款，除非您在當前週期結束前至少24小時取消訂閱。  
取消續訂：您可以在購買後隨時在Apple帳戶設置中管理或關閉自動續訂。

啟動此訂閱後，您將會收到：  
1) 每天10顆永恆之石。"
shop_desc_106_ios,"訂閱期限：1個月。
免費試用：享受3天免費試用！試用結束後，每月將向您收取 {0} 費用。
自動續訂：VIP會員是按月自動續訂。除非您在當前訂閱期結束前至少24小時取消，否則帳戶將自動扣款進行下一期續訂。
取消續訂：購買後，您可以隨時在蘋果帳戶設置中管理或關閉自動續訂。

激活此訂閱後，您將獲得：
1) 每天10顆永恆石。"
beginner_bundle_title,神話士兵禮包
shop_gem,寶石
shop_tab_supply,特惠
shop_goods_106,月
strategy_name_30,"側翼包抄 VIII"
strategy_name_25,"兵分兩路 VII"
strategy_name_26,"突進 V"
strategy_name_27,"突進 VI"
strategy_name_28,"後方奇襲 VII"
strategy_name_29,"側翼包抄 VII"
strategy_name_17,"後方奇襲 IV"
strategy_name_18,"後方奇襲 V"
strategy_name_19,"後方奇襲 VI"
strategy_name_21,"突進 II"
strategy_name_23,"突進 III"
strategy_name_24,"突進 IV"
strategy_name_15,"後方奇襲 II"
strategy_name_16,"後方奇襲 III"
strategy_name_12,"側翼包抄 IV"
strategy_name_13,"側翼包抄 V"
strategy_name_14,"側翼包抄 VI"
strategy_name_7,"兵分兩路 IV"
strategy_name_8,"兵分兩路 V"
strategy_name_9,"兵分兩路 VI"
strategy_name_10,"側翼包抄 II"
strategy_name_11,"側翼包抄 III"
strategy_name_5,"兵分兩路 II"
strategy_name_6,"兵分兩路 III"
skill_attr_30,閃避率
skill_attr_29,疊加層數
skill_attr_28,生命值
user_sign_reset_context,"指揮官您好：

謹此告知，由於您的個人簽名檔違反了遊戲規則中關於禁用或敏感內容的規定，您的簽名檔已被重置。

為維護健康友善的遊戲環境，我們要求所有玩家保持簽名檔尊重且適合全球社群。重複違規可能導致您的帳號功能受到進一步限制。
如需了解更多關於我們的政策和相關要求，請查看 <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

感謝您的理解與配合。

— War Inc: Rising 輔助團隊"
user_face_reset_context,"親愛的指揮官，

我們的系統偵測到您的頭像圖片違反了我們的遊戲規則與服務條款。因此，您的頭像已被重設為預設設定。

我們致力於為所有玩家維護一個友善、尊重且安全的環境。請確保未來所有上傳的內容皆遵守我們的社群規範。如欲了解更多關於我們的政策和相關要求，請查看 <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

感謝您的合作，共同維護《War Inc: Rising》對所有人而言都是正向的體驗。

— 《War Inc: Rising》輔助團隊"
refine_title_short,
overworld_season_ended_msg,先收工啦，下一次更精彩！
clan_war_slg_reward_info,"在公會戰中，除了個人排名與公會排名獎勵外，還存在一部分特殊獎勵，由會長進行分配。

這些獎勵象徵著公會的榮耀歸屬，將由會長決定授予最值得的人。

規則說明：

1. 每位成員最多只能獲得1個寶箱獎勵。

2. 若會長未在規定時間內完成分配，系統將根據個人排名自動分配。

3. 獎勵內容僅與公會最終排名相關。"
win_add_peakleague_score_msg,最高分數預覽，最終得分取決於對防守方造成的傷害。
switch_preview_btn,切換
upgrades_confirm_dialog_msg,是否合成Lv.{0}{1}？
gameplay_search_result_title,搜尋結果
gameplay_search_title,玩法搜尋
upgrades_confirm_dialog_cost_tips,是否消耗<color=#ffe300>{0}</color>{1}升級士兵？
defense_area_desc_1104,防守方所有士兵獲得機率閃避，木屬性抗性降低
defense_area_desc_1103,防守方土屬性士兵傷害提升，風屬性抗性降低
defense_area_desc_1100,防守方戰士攻擊力提升，坦克全抗性提升
defense_area_desc_1101,防守方所有士兵血量上限提升，火屬性抗性提升
defense_area_desc_1102,防禦方所有士兵全抗性增加，攻擊力減少
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"歡迎來到巔峰聯賽！

在競技場達到<color=#EC6D26>高級段位</color>的指揮官，將獲得參與巔峰聯賽的資格。

  巔峰聯賽將與<color=#EC6D26>競技場賽季</color>同步開啟。
  賽季前7天為<color=#EC6D26>報名階段</color>，獲得資格的玩家將<color=#EC6D26>自動報名</color>，也可隨時取消報名。
  賽季後7天為<color=#EC6D26>對抗階段</color>，向其他指揮官發起挑戰，爭奪更多皇冠！

進攻規則：
  1. 參與聯賽的指揮官每天可獲得<color=#EC6D26>8次挑戰機會</color>。
  2. 匹配前請確認出戰士兵，匹配成功後將<color=#EC6D26>無法更換</color>。
  3. 匹配成功後，需在<color=#EC6D26>180s</color>內開始戰鬥，未開戰或中途退出將視為失敗。
  4. 失敗不會獲得積分，也<color=#EC6D26>不會</color>扣除積分。
  5. 對戰積分將根據對敵方的<color=#EC6D26>摧毀率</color>結算，摧毀率越高，獲得積分越多！

防守規則：
  1. 防守方需配置<color=#EC6D26>3套</color>防守隊伍，分別駐守在3個防守區域。
  2. 每個防守區域擁有<color=#EC6D26>專屬效果</color>，且僅對防守方生效。
  3. 進攻方匹配時，將<color=#EC6D26>隨機遭遇</color>3套防守隊伍中的其中一套。"
league_sign_up_cancel_registration_desc,[color=#EC6D26]取消報名[/color]？開賽前可隨時重新報名。
emoji_name_1027,蠻族暴君：一爪解決！
notification_title_9,公會@提醒
emoji_name_1028,旋律編織者：節奏開始！
emoji_name_1029,重砲先鋒：鎖定目標！
emoji_name_1030,獅鷲騎士：空降登場！
emoji_name_1031,水靈巫師：進入狀態！
unit_skill_name_1617_1_tag,8s
emoji_name_1032,暗月女皇：閃亮登場！
light_dark_pack_title_2,曙光裝扮包
light_dark_pack_title_4,暗影裝扮包
light_dark_pack_desc_2,光輝加身，橫掃黑暗！
light_dark_pack_desc_4,暗夜降臨，吞噬光明！
rank_index_4,4th
team_err_620,隊伍已滿。
battle_strategy_title,戰術
emoji_name_1006,焰火劍客：別惹我！
emoji_name_1009,戰爭女神：不可饒恕！
camp_season_faction_left_2,逐光獵手
emoji_name_1010,戰爭女神：我很喜歡！
camp_season_faction_right_2,死靈法師
emoji_name_1011,戰爭女神：在這裡！
chatBubble_frame_name_18,逐光鋒芒
chatBubble_frame_name_19,死靈侵襲
emoji_name_1025,地脈術士：勝券在握！
emoji_name_1026,霧影射手：射程覆蓋！
unit_skill_name_1603_1_tag,8s
task_context_250001,累計登入<color=#EC6D26>{0}</color>天
unit_skin_name_73401,九尾妖狐
unit_skin_name_73601,旋律編織者
unit_skin_name_73801,水靈巫師
unit_skin_name_73501,木靈守衛
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,狂怒砲手
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,重砲先鋒
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,霧影射手
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,叢林遊俠
unit_skin_name_74301,蠻族暴君
unit_skin_name_74401,焰火劍客
unit_skin_name_74501,暗夜伯爵
unit_skin_name_74601,戰爭女神
unit_skin_name_74801,毒菇刺客
unit_skin_name_74901,騎士之王
unit_skin_name_76201,光輝戰士
unit_skin_name_77801,熾天使
unit_skin_name_84501,潮汐領主
unit_skin_name_84601,烈焰主宰
rank_index_1,1st
unit_skin_name_84701,紅刃
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,升級<color=#EC6D26>{0}</color>次建築
task_context_210009,在冒險模式中累積獲得<color=#EC6D26>{0}</color>次三星
unit_skin_name_63701,獅鷲騎士
task_context_210010,從建造領取<color=#EC6D26>{0}</color>寶石
unit_skin_name_63801,地脈術士
task_context_210011,從建造領取<color=#EC6D26>{0}</color>金幣
unit_skin_name_70301,冰雪女王
task_context_210012,從建造領取<color=#EC6D26>{0}</color>木材
unit_skin_name_70401,風暴聖女
unit_skin_name_70501,火翼領主
unit_skin_name_71201,大地之鋒
unit_skin_name_71101,亡骨槍手
unit_skin_name_70601,星輝使徒
unit_skin_name_70801,暗月女皇
unit_sort_attr_31,職業
unit_sort_attr_37,品質
task_context_240010,從建造領取<color=#EC6D26>{0}</color>寶石
task_context_240011,從建造領取<color=#EC6D26>{0}</color>金幣
task_context_240012,從建造領取<color=#EC6D26>{0}</color>木材
task_context_100012,"將<color=#EC6D26>{0}</color> 名傳奇士兵升至<color=#EC6D26>Lv6</color>"
chat_font_setting_title,聊天頁字體大小
task_context_210001,累計登入<color=#EC6D26>{0}</color>天
overworld_tile_level_1,Lv.1
task_context_250002,開啟<color=#EC6D26>{0}</color>寶箱
task_context_210002,升級神話士兵<color=#EC6D26>{0}</color>次
overworld_tile_level_2,Lv.2
application_place_holder,請輸入內容
task_context_250003,獲取<color=#EC6D26>{0}</color>名士兵
overworld_tile_level_4,Lv.4
task_context_210003,在PVP中累積獲得<color=#EC6D26>{0}</color>個獎杯
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,消耗<color=#EC6D26>{0}</color>點綠色能量
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,消耗<color=#EC6D26>{0}</color>枚金幣
task_context_250004,升級士兵<color=#EC6D26>{0}</color>次
task_context_90011,在PVP中累積獲得<color=#EC6D26>{0}</color>個獎杯
task_context_90012,獲取<color=#EC6D26>{0}</color>名士兵
task_context_210004,在協作模式中累計<color=#EC6D26>{0}</color>次通過第40波次
task_context_100003,在士兵招募中開啟<color=#EC6D26>{0}</color>次幸運時刻
task_context_100004,打開<color=#EC6D26>{0}</color>個寶箱
task_context_100005,通過熔爐獲得<color=#EC6D26>{0}</color>名稀有士兵
task_context_100006,通過熔爐獲得<color=#EC6D26>{0}</color>名史詩士兵
task_context_100007,通過熔爐獲得<color=#EC6D26>{0}</color>名傳奇士兵
task_context_100008,通過熔爐獲得<color=#EC6D26>{0}</color>名神話士兵
task_context_100009,升級<color=#EC6D26>{0}</color>個普通士兵至<color=#EC6D26>Lv6</color>
task_context_100010,升級<color=#EC6D26>{0}</color>個稀有士兵至<color=#EC6D26>Lv6</color>
task_context_100011,升級<color=#EC6D26>{0}</color>個史詩士兵至<color=#EC6D26>Lv6</color>
task_context_250005,在冒險、協作或競技場中擊敗<color=#EC6D26>{0}</color>個敵人
task_context_210005,消耗<color=#EC6D26>{0}</color>點綠色能量
gameplay_tag_desc_4,PVE
res_name_457,通行證禮物
task_context_250006,在士兵招募中開啟<color=#EC6D26>{0}</color>次幸運時刻
task_context_210006,競技場勝利<color=#EC6D26>{0}</color>次
res_name_357,通行證禮物
task_context_240001,累計登入<color=#EC6D26>{0}</color>天
task_context_210007,在競技場中使用治療術<color=#EC6D26>{0}</color>次
task_context_240002,升級神話士兵<color=#EC6D26>{0}</color>次
task_context_240003,在PVP中累積獲得<color=#EC6D26>{0}</color>個獎杯
task_context_240004,在協作模式中累計<color=#EC6D26>{0}</color>次通過第40波次
task_context_240005,消耗<color=#EC6D26>{0}</color>點綠色能量
task_context_240006,競技場勝利<color=#EC6D26>{0}</color>次
task_context_200001,累計登入<color=#EC6D26>{0}</color>天
task_context_200002,開啟<color=#EC6D26>{0}</color>寶箱
task_context_200003,獲取<color=#EC6D26>{0}</color>名士兵
task_context_200004,升級士兵<color=#EC6D26>{0}</color>次
task_context_200005,在冒險、協作或競技場中擊敗<color=#EC6D26>{0}</color>個敵人
task_context_200006,在士兵招募中開啟<color=#EC6D26>{0}</color>次幸運時刻
task_context_240007,在競技場中使用治療術<color=#EC6D26>{0}</color>次
task_context_240008,升級<color=#EC6D26>{0}</color>次建築
task_context_240009,在冒險模式中累積獲得<color=#EC6D26>{0}</color>次三星
task_context_90010,進行<color=#EC6D26>{0}</color>場無限戰爭
task_context_64007,使用逐光獵手或死靈法師在競技場造成<color=#EC6D26>{0}</color>傷害
task_context_54004,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場狩獵
task_group_title_22_0,陣營任務
task_context_54001,使用逐光獵手或死靈法師累計造成<color=#EC6D26>{0}</color>傷害
task_context_64008,使用逐光獵手或死靈法師在狩獵中造成<color=#EC6D26>{0}</color>傷害
task_context_54002,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場冒險模式戰鬥
task_context_54003,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場競技場
game_mode_name_33,每日競猜
task_context_54005,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場無限戰爭
task_context_80002,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_64006,使用逐光獵手或死靈法師在冒險模式造成<color=#EC6D26>{0}</color>傷害
task_context_54010,參與<color=#EC6D26>{0}</color>場每日競猜
task_context_54011,猜對<color=#EC6D26>{0}</color>場每日競猜
task_context_64001,使用逐光獵手或死靈法師累計造成<color=#EC6D26>{0}</color>傷害
task_context_64002,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場冒險模式戰鬥
task_context_64005,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場無限戰爭
task_context_64003,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場競技場
task_context_64004,使用逐光獵手或死靈法師進行<color=#EC6D26>{0}</color>場狩獵
task_context_64009,使用逐光獵手或死靈法師在無限之戰中造成<color=#EC6D26>{0}</color>傷害
task_context_64010,參與<color=#EC6D26>{0}</color>場每日競猜
task_context_64011,猜對<color=#EC6D26>{0}</color>場每日競猜
gameplay_tag_desc_5,PVP
task_context_63019,猜對<color=#EC6D26>{0}</color>場每日競猜
task_context_63018,參與<color=#EC6D26>{0}</color>場每日競猜
task_context_63017,得到<color=#EC6D26>{0}</color>個死靈法師
task_context_53016,得到<color=#EC6D26>{0}</color>個逐光獵手
task_context_63016,得到<color=#EC6D26>{0}</color>個死靈法師
camp_season_buff_desc_1,烈焰主宰
camp_season_buff_desc_2,潮汐領主
res_name_1154,烈焰主宰
camp_season_buff_bubble_desc_1,烈焰主宰
task_context_62009,猜對<color=#EC6D26>{0}</color>場每日競猜
camp_season_buff_bubble_desc_2,潮汐領主
task_context_62008,參與<color=#EC6D26>{0}</color>場每日競猜
task_context_53017,得到<color=#EC6D26>{0}</color>個逐光獵手
task_context_53019,猜對<color=#EC6D26>{0}</color>場每日競猜
task_context_53018,參與<color=#EC6D26>{0}</color>場每日競猜
res_name_1254,潮汐領主
chatBubble_frame_access_13,聖誕氛圍裝扮包1專屬
chatBubble_frame_access_14,聖誕氛圍裝扮包2專屬
chatBubble_frame_access_12,巨龍競爭賽季通行證專屬。
lay_pref_title,陣容偏好
deploy_btn,一鍵上陣
task_context_90001,累計登入<color=#EC6D26>{0}</color>天
task_context_90002,從建造領取<color=#EC6D26>{0}</color>寶石
task_context_90003,從建造領取<color=#EC6D26>{0}</color>金幣
task_context_90004,從建造領取<color=#EC6D26>{0}</color>木材
task_context_90005,在冒險、協作或競技場中擊敗<color=#EC6D26>{0}</color>個敵人
task_context_90006,進行<color=#EC6D26>{0}</color>場協作模式戰鬥
task_context_90007,進行<color=#EC6D26>{0}</color>場冒險模式戰鬥
task_context_90008,進行<color=#EC6D26>{0}</color>場PVP對戰
task_context_90009,進行<color=#EC6D26>{0}</color>場狩獵
task_context_13245,使用側翼包抄在競技場中對戰<color=#EC6D26>{0}</color>次
task_context_13252,使用普通士兵在冒險模式中累計造成<color=#EC6D26>{0}</color>傷害
task_group_info_21,每日刷新多階段陣營任務，與同陣營玩家協作完成，贏取階段積分獎勵！
task_context_13246,使用後方奇襲在競技場中對戰<color=#EC6D26>{0}</color>次
task_context_13247,使用兵分兩路在競技場中對戰<color=#EC6D26>{0}</color>次
task_context_13248,使用坦克在冒險模式中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13249,使用坦克在競技場中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13250,使用坦克在狩獵中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13251,使用坦克在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
attr_val_10001_7,單體
task_context_13254,使用史詩士兵在競技場中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13215,升級<color=#EC6D26>{0}</color>個稀有士兵至<color=#EC6D26>Lv6</color>
task_context_13255,"使用傳奇士兵在競技場中累計造成<color=#EC6D26>{0}</color> 傷害"
task_context_13256,使用神話士兵在競技場中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13257,使用史詩士兵在狩獵中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13216,升級<color=#EC6D26>{0}</color>個史詩士兵至<color=#EC6D26>Lv6</color>
task_context_13258,使用傳奇士兵在狩獵中累積造成<color=#EC6D26>{0}</color>傷害
task_context_13259,使用神話士兵在狩獵中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13261,使用傳奇士兵在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13262,使用神話士兵在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13263,使用神諭者在競技場中累積造成<color=#EC6D26>{0}</color>傷害
task_context_13264,使用毒藥大師在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_group_title_21,陣營任務
task_context_13265,使用火焰法師在狩獵中累計造成<color=#EC6D26>{0}</color>傷害
notification_title_4,資源已滿
task_context_13237,通過熔爐獲得<color=#EC6D26>{0}</color>名史詩士兵
task_context_80003,累計消耗<color=#EC6D26>{0}</color>寶石
notification_title_3,資源已滿
task_group_title_21_0,陣營任務
notification_title_6,能量已恢復
task_context_80004,累計消耗<color=#EC6D26>{0}</color>寶石
attr_val_10001_9,單體
task_context_80005,累計消耗<color=#EC6D26>{0}</color>寶石
notification_title_7,能量已恢復
task_context_11119,在競技場中使用火球術<color=#EC6D26>{0}</color>次
task_context_11020,競技場勝利<color=#EC6D26>{0}</color>次
task_context_11021,在競技場中使用治療術<color=#EC6D26>{0}</color>次
task_context_80006,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_80007,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_13238,通過熔爐獲得<color=#EC6D26>{0}</color>名傳奇士兵
chatBubble_frame_access_11,巨龍競爭賽季通行證專屬。
task_context_13239,通過熔爐獲得<color=#EC6D26>{0}</color>名神話士兵
task_context_80008,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_80009,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_13241,通過熔爐獲得<color=#EC6D26>{0}</color>名史詩或以上士兵
task_context_80010,累計消耗<color=#EC6D26>{0}</color>寶石
task_context_13242,在狩獵中累計造成<color=#EC6D26>{0}</color>次超過2M傷害
task_context_13244,使用正面對抗在競技場中對戰<color=#EC6D26>{0}</color>次
battle_finish_error_msg,無法連接服務器，請檢查您的網絡連接並重試。
battle_finish_error,連接錯誤
task_context_13159,使用神話士兵在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
game_mode_name_86,訓練場
task_context_13148,使用坦克在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13207,升級稀有士兵<color=#EC6D26>{0}</color>次
task_context_13231,競技場勝利<color=#EC6D26>{0}</color>次
task_context_13150,使用稀有士兵在冒險模式中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13222,在士兵招募中開啟<color=#EC6D26>{0}</color>次幸運時刻
task_context_13253,使用稀有士兵在冒險模式中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13157,使用史詩士兵在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13205,升級士兵<color=#EC6D26>{0}</color>次
task_context_13204,獲取<color=#EC6D26>{0}</color>名士兵
task_context_13218,升級<color=#EC6D26>{0}</color>個神話士兵至<color=#EC6D26>Lv6</color>
task_context_13232,在競技場中使用治療術<color=#EC6D26>{0}</color>次
task_context_13203,消耗<color=#EC6D26>{0}</color>枚金幣
task_context_13208,升級史詩士兵<color=#EC6D26>{0}</color>次
task_context_13202,消耗<color=#EC6D26>{0}</color>顆寶石
task_context_13226,在冒險、協作或競技場中擊敗<color=#EC6D26>{0}</color>個敵人
task_context_13223,從建造領取<color=#EC6D26>{0}</color>寶石
task_context_13050,使用神諭者在競技場中累積造成<color=#EC6D26>{0}</color>傷害
task_context_13217,"將<color=#EC6D26>{0}</color> 名傳奇士兵升至<color=#EC6D26>Lv6</color>"
task_context_13149,使用普通士兵在冒險模式中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13233,在競技場中使用火球術<color=#EC6D26>{0}</color>次
task_context_13230,在PVP中累積獲得<color=#EC6D26>{0}</color>個獎杯
task_context_13235,進行<color=#EC6D26>{0}</color>場無限戰爭
task_context_13260,使用史詩士兵在無限戰爭中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13229,進行<color=#EC6D26>{0}</color>場PVP對戰
task_context_13228,進行<color=#EC6D26>{0}</color>場冒險模式戰鬥
task_context_13209,"升級傳奇士兵<color=#EC6D26>{0}</color> 次"
task_context_13227,進行<color=#EC6D26>{0}</color>場協作模式戰鬥
task_context_13234,進行<color=#EC6D26>{0}</color>場狩獵
task_context_13137,通過熔爐獲得<color=#EC6D26>{0}</color>名神話士兵
task_context_13214,升級<color=#EC6D26>{0}</color>個普通士兵至<color=#EC6D26>Lv6</color>
task_context_13236,通過熔爐獲得<color=#EC6D26>{0}</color>名稀有士兵
task_context_13210,升級神話士兵<color=#EC6D26>{0}</color>次
task_context_13213,打開<color=#EC6D26>{0}</color>個神話寶箱
task_context_13212,打開<color=#EC6D26>{0}</color>個傳奇寶箱
task_context_13211,打開<color=#EC6D26>{0}</color>個寶箱
task_context_13206,升級普通士兵<color=#EC6D26>{0}</color>次
task_context_13041,使用史詩士兵在競技場中累計造成<color=#EC6D26>{0}</color>傷害
task_context_13118,升級<color=#EC6D26>{0}</color>個神話士兵至<color=#EC6D26>Lv6</color>
