Key,Content
camp_emoji_pack_2_2,"سيد الأمواج حزمة الجلد الثانية"
camp_avatar_pack_2_1,"حزمة أزياء بليزكنج الأولى"
camp_emoji_pack_2_1,"حزمة التزيين II لـ بليزكنج"
vip_desc,"احصل على 10 من الحجارة الأبدية كل يوم."
theme,المواضيع
source_shop,"احصل عليه من المتجر."
resource_2,"حجر الأبدية"
christmas_gift_1,"حزمة هدايا عيد الميلاد الأولى"
resource_not_enough_common,"الموارد غير كافية"
gem_supply_bubble_desc,"<size=40><color=#037ddc>تذكرة الـ 30 يومًا الأساسية</color></size>

1.عند الشراء، ستحصل فورًا على {0} من الجواهر وتفعيل التذكرة لمدة 30 يومًا.

2.خلال فترة التذكرة، يمكنك الحصول على {1} من الجواهر يوميًا (تُعاد عند الساعة 00:00 بالتوقيت العالمي المنسق).
لن يتم رد الجواهر اليومية غير المطالب بها بعد انتهاء صلاحية التذكرة.

<size=40><color=#037ddc>تذكرة الـ 30 يومًا المتقدمة</color></size>

1.عند الشراء، ستحصل فورًا على {2} من الجواهر وتفعيل التذكرة لمدة 30 يومًا.

2.خلال فترة التذكرة، يمكنك الحصول على {3} من الجواهر يوميًا (تُعاد عند الساعة 00:00 بالتوقيت العالمي المنسق).
لن يتم رد الجواهر اليومية غير المطالب بها بعد انتهاء صلاحية التذكرة."
gf_tab_name_4,جواهر
camp_pack_desc,"افتح جلود التنين الحصرية!"
gf_banner_title_5,"صندوق نمو حجر الصقل"
refresh_in,"تحديث في"
pack_off,"خصم {0}%"
gem_supply_daily_title,"مكافآت التصريح"
pack_value,"{0}% 
القيمة"
purchased,"تم الشراء"
exchange_count_msg,"يرجى اختيار كمية العنصر الذي ترغب في استبداله."
vip_claim_desc,"أحجار أبدية إضافية يومياً!"
shop_desc_106,"مدة الاشتراك: 1 شهر.
تجربة مجانية: استمتع بتجربة مجانية لمدة 3 أيام! بعد انتهاء التجربة، سيتم تحصيل {0} شهريًا.
التجديد التلقائي: عضوية VIP هي اشتراك شهري متجدد. سيتم تحصيل رسوم الحساب تلقائيًا للفترة التالية ما لم تقم بإلغاء الاشتراك قبل 24 ساعة على الأقل من نهاية الفترة الحالية.
إلغاء التجديد: يمكنك إدارة وإيقاف التجديد التلقائي للاشتراك من خلال الإعدادات على حسابك في Google Play بعد الشراء.

عند تفعيل هذا الاشتراك، ستحصل على:
1) 10 أحجار أبدية كل يوم."
purchase_limit,"عرض محدود"
resource_not_enough_102,"الأحجار الأبدية غير كافية"
shop_desc_105,"فترة الاشتراك: أسبوع واحد.

تجربة مجانية: استمتع بتجربة مجانية لمدة 3 أيام! بعد انتهاء الفترة التجريبية، سيتم محاسبتك بمبلغ {0} أسبوعياً.

التجديد التلقائي: عضوية VIP هي اشتراك أسبوعي متكرر. سيتم خصم الرسوم من حسابك تلقائياً للفترة التالية ما لم تقم بإلغاء الاشتراك قبل 24 ساعة على الأقل من نهاية الفترة الحالية.

إلغاء التجديد: يمكنك إدارة وإيقاف التجديد التلقائي للاشتراك من خلال الذهاب إلى إعدادات حسابك في Google Play بعد الشراء.


عند تفعيل هذا الاشتراك، ستحصل على:

1) 10 أحجار أبدية يومياً"
pack_first,"حزمة الشراء الأول"
go,انتقال
purchase_confirm_desc,"هل أنت متأكد من إنفاق <color=#ffe300>{0}</color> لشراء <color=#ffe300>{1}</color>؟"
shop_desc_105_ios,"مدة الاشتراك: أسبوع واحد.  
التجربة المجانية: استمتع بتجربة مجانية لمدة 3 أيام! بعد انتهاء التجربة، سيتم خصم {0} أسبوعيًا.  
التجديد التلقائي: عضوية VIP هي اشتراك يتجدد أسبوعيًا. سيتم خصم المبلغ تلقائيًا من حسابك للفترة التالية إلا إذا قمت بإلغاء الاشتراك قبل 24 ساعة على الأقل من انتهاء الفترة الحالية.  
إلغاء التجديد: يمكنك إدارة أو إيقاف التجديد التلقائي في إعدادات حساب Apple الخاص بك في أي وقت بعد الشراء.

عند تفعيل هذا الاشتراك، ستحصل على:  
1) 10 أحجار أبدية كل يوم."
shop_desc_106_ios,"مدة الاشتراك: شهر واحد.
تجربة مجانية: استمتع بتجربة مجانية لمدة 3 أيام! بعد انتهاء التجربة، سيتم خصم {0} شهريًا.
التجديد التلقائي: عضوية VIP هي اشتراك شهري متكرر. سيتم خصم الرسوم تلقائيًا من حسابك لفترة الاشتراك التالية ما لم تقم بإلغاء الاشتراك قبل 24 ساعة على الأقل من انتهاء الفترة الحالية.
إلغاء التجديد: يمكنك إدارة أو إيقاف التجديد التلقائي في إعدادات حساب Apple الخاص بك في أي وقت بعد الشراء.

عند تفعيل هذا الاشتراك، ستحصل على:
1) 10 أحجار أبدية كل يوم."
beginner_bundle_title,"باقة الترحيب"
shop_gem,جواهر
shop_tab_supply,عروض
shop_goods_106,شهر
strategy_name_30,"التفاف VIII"
strategy_name_25,"تقسيم VII"
strategy_name_26,"اندفاع V"
strategy_name_27,"اندفاع VI"
strategy_name_28,"طعنة VII"
strategy_name_29,"التفاف VII"
strategy_name_17,"طعنة IV"
strategy_name_18,"طعنة V"
strategy_name_19,"طعنة VI"
strategy_name_21,"اندفاع II"
strategy_name_23,"اندفاع III"
strategy_name_24,"اندفاع IV"
strategy_name_15,"طعنة II"
strategy_name_16,"طعنة III"
strategy_name_12,"التفاف IV"
strategy_name_13,"التفاف V"
strategy_name_14,"التفاف VI"
strategy_name_7,"تقسيم IV"
strategy_name_8,"تقسيم V"
strategy_name_9,"تقسيم VI"
strategy_name_10,"التفاف II"
strategy_name_11,"التفاف III"
strategy_name_5,"تقسيم II"
strategy_name_6,"تقسيم III"
skill_attr_30,تفادي
skill_attr_29,أكوام
skill_attr_28,صحة
user_sign_reset_context,"أيها القائد العزيز،

يرجى العلم بأنه قد تمت إعادة تعيين توقيعك الشخصي بسبب انتهاكك لقواعد اللعبة المتعلقة بالمحتوى المحظور أو الحساس.

للحفاظ على بيئة لعب صحية وودية، نطلب من جميع اللاعبين الحفاظ على توقيعاتهم محترمة ومناسبة لمجتمعنا العالمي. الانتهاكات المتكررة قد تؤدي إلى فرض قيود إضافية على ميزات حسابك.
لمزيد من المعلومات حول سياساتنا والطلبات ذات الصلة، يرجى زيارة <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

نحن نقدر تفهمكم وتعاونكم.

— فريق دعم War Inc: Rising"
user_face_reset_context,"أيها القائد العزيز،

لقد حدد نظامنا أن صورتك الرمزية تنتهك قواعد اللعبة وشروط الخدمة الخاصة بنا. ونتيجة لذلك، تمت إعادة تعيين صورتك الرمزية إلى الإعداد الافتراضي.

نسعى جاهدين للحفاظ على بيئة ودية، محترمة، وآمنة لجميع اللاعبين. يرجى التأكد من أن أي تحميلات مستقبلية تتوافق مع إرشادات مجتمعنا.
لمزيد من المعلومات حول سياساتنا والطلبات ذات الصلة، يرجى الاطلاع على <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

شكراً لتعاونكم في الحفاظ على War Inc: Rising تجربة إيجابية للجميع.

— فريق دعم War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"هذا كل شيء الآن! أراك في المرة القادمة!"
clan_war_slg_reward_info,"في حروب القبائل، بالإضافة إلى مكافآت الترتيب الشخصي وترتيب القبيلة، هناك مكافآت خاصة يمكن أن يخصصها قائد القبيلة.

هذه المكافآت تمثل شرف القبيلة، وستُمنح لمن يعتبرون الأكثر استحقاقًا.

القواعد:

1. يمكن لكل عضو الحصول على صندوق مكافآت واحد كحد أقصى.

2. إذا لم تُخصّص في الوقت المحدد، ستُوزع المكافآت تلقائيًا بناءً على الترتيب الشخصي.

3. تعتمد محتويات المكافآت فقط على الترتيب النهائي للقبيلة."
win_add_peakleague_score_msg,"معاينة النتيجة القصوى. النتيجة النهائية تعتمد على الضرر الذي ألحق بالمدافع."
switch_preview_btn,تبديل
upgrades_confirm_dialog_msg,"هل تريد دمج المستوى {0} من {1}؟"
gameplay_search_result_title,"نتائج البحث"
gameplay_search_title,"بحث اللعب"
upgrades_confirm_dialog_cost_tips,"هل تريد إنفاق <color=#ffe300>{0}</color> {1} لترقية القوات؟"
defense_area_desc_1104,"تكتسب جميع قوات المدافعين فرصة التفادي، وتُخفض مقاومة الخشب"
defense_area_desc_1103,"زيادة ضرر قوات المدافع الأرضية، وانخفاض مقاومة الرياح"
defense_area_desc_1100,"المدافع استراتيجي الهجوم ازداد، رامي السهام جميع المقاومات ازدادَت"
defense_area_desc_1101,"زيادة أقصى نقاط الصحة لقوات المدافع، وزيادة مقاومة النار"
defense_area_desc_1102,"تكتسب جميع قوات المدافعين جميع أنواع المقاومة، وينخفض الهجوم."
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"مرحبًا بك في دوري القمة!

القادة الذين يصلون إلى <color=#EC6D26>رتب عالية في الساحة</color> سيتأهلون لدوري القمة.

يفتح دوري القمة بالتزامن مع <color=#EC6D26>موسم الساحة</color>.
الأيام السبعة الأولى من الموسم هي <color=#EC6D26>مرحلة التسجيل</color>. سيتم <color=#EC6D26>تسجيل اللاعبين المؤهلين تلقائيًا</color>، ويمكنهم إلغاء التسجيل في أي وقت.
الأيام السبعة الأخيرة هي <color=#EC6D26>مرحلة المعركة</color>. تحدَّ القادة الآخرين وتنافسوا على المزيد من التيجان!

قواعد الهجوم:
1. يحصل القادة في الدوري على <color=#EC6D26>8 محاولات تحدٍ</color> كل يوم.
2. يرجى تأكيد تشكيلتك قبل البحث عن خصم. الجنود <color=#EC6D26>لا يمكن تغييرهم</color> بعد العثور على مباراة.
3. بعد نجاح البحث عن خصم، يجب أن تبدأ المعركة في غضون <color=#EC6D26>180 ثانية</color>. عدم البدء أو مغادرة المعركة في المنتصف يُعد هزيمة.
4. الهزائم <color=#EC6D26>لا</color> تمنح نقاطًا و<color=#EC6D26>لا</color> تخصم نقاطًا.
5. تُحتسب نقاط المعركة بناءً على <color=#EC6D26>معدل تدميرك</color>. معدلات التدمير الأعلى تكسب نقاطًا أكثر!

قواعد الدفاع:
1. يجب على المدافعين إعداد 3 تشكيلات دفاعية لحماية <color=#EC6D26>3 مناطق دفاعية</color>.
2. لكل منطقة دفاعية <color=#EC6D26>تأثير فريد</color> ينطبق على المدافعين فقط.
3. سيواجه المهاجمون <color=#EC6D26>عشوائيًا</color> واحدة من تشكيلات الدفاع الثلاثة أثناء البحث عن خصم."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]إلغاء التسجيل[/color]؟ يمكنك التسجيل مرة أخرى قبل بدء المباراة."
emoji_name_1027,"طاغية البربري: مخلب واحد!"
notification_title_9,"ذكر القبيلة"
emoji_name_1028,"ناسجة الألحان: أطلق العنان للإيقاع!"
emoji_name_1029,"طليعة القوة النارية: تم قفل الهدف!"
emoji_name_1030,"فارس جريفون: زيارة خاطفة!"
emoji_name_1031,"ساحر التموج: في المنطقة!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"ملكة القمر المظلم: تسليط الضوء!"
light_dark_pack_title_2,"عبوة للبشرة الفاتحة"
light_dark_pack_title_4,"مجموعة البشرة الداكنة"
light_dark_pack_desc_2,"مُتَزَيَّنَةٌ بِالْنُورِ، تُبَدِّدُ الْعَمْرَاقَ"
light_dark_pack_desc_4,"يحل الليل - التهم النور!"
rank_index_4,4th
team_err_620,"الفريق ممتلئ"
battle_strategy_title,تكتيكات
emoji_name_1006,"مبارز اللهب: ابتعد!"
emoji_name_1009,"إلهة الحرب: لا يُغتفر!"
camp_season_faction_left_2,"باحث الضوء"
emoji_name_1010,"إلهة الحرب: رائع!"
camp_season_faction_right_2,"مستحضر الأرواح"
emoji_name_1011,"إلهة الحرب: هنا!"
chatBubble_frame_name_18,"حافة فاتحة"
chatBubble_frame_name_19,"غزو ​​الموتى الأحياء"
emoji_name_1025,"جيومانسر: تم تحقيق النصر!"
emoji_name_1026,"آرتشر الضباب: تم تأكيد النطاق!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"قم بتسجيل الدخول لمدة <color=#EC6D26>{0}</color> أيام"
unit_skin_name_73401,"الثعلب ذو التسعة أذيال"
unit_skin_name_73601,"ناسجة الألحان"
unit_skin_name_73801,"ساحر التموج"
unit_skin_name_73501,"حارس الغابة"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"مدفعي الغضب"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"طليعة القوة النارية"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"آرتشر الضباب"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"رينجر الغابة"
unit_skin_name_74301,"طاغية البربري"
unit_skin_name_74401,"مبارز اللهب"
unit_skin_name_74501,"سليل الليل"
unit_skin_name_74601,"إلهة الحرب"
unit_skin_name_74801,"فينوسبور كيلر"
unit_skin_name_74901,"ملك الفرسان"
unit_skin_name_76201,"المحارب المشع"
unit_skin_name_77801,سيراف
unit_skin_name_84501,"سيد الأمواج"
unit_skin_name_84601,بليزكنج
rank_index_1,1st
unit_skin_name_84701,"شفرة حمراء"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"قم بترقية المباني <color=#EC6D26>{0}</color> مرات"
task_context_210009,"احصل على 3 نجوم في المغامرة <color=#EC6D26>{0}</color> مرات"
unit_skin_name_63701,"فارس جريفون"
task_context_210010,"استلم <color=#EC6D26>{0}</color> جواهر من البناء"
unit_skin_name_63801,جيومانسر
task_context_210011,"احصل على <color=#EC6D26>{0}</color> عملات من البناء"
unit_skin_name_70301,"ملكة الجليد"
task_context_210012,"استلم <color=#EC6D26>{0}</color> خشب من البناء"
unit_skin_name_70401,"عذراء العاصفة"
unit_skin_name_70501,"لورد الجناح الملتهب"
unit_skin_name_71201,"شفرة الأرض"
unit_skin_name_71101,"رامي العظام"
unit_skin_name_70601,"رسول ضوء النجوم"
unit_skin_name_70801,"ملكة القمر المظلم"
unit_sort_attr_31,فئة
unit_sort_attr_37,جودة
task_context_240010,"استلم <color=#EC6D26>{0}</color> جواهر من البناء"
task_context_240011,"احصل على <color=#EC6D26>{0}</color> عملات من البناء"
task_context_240012,"استلم <color=#EC6D26>{0}</color> خشب من البناء"
task_context_100012,"قم بترقية <color=#EC6D26>{0}</color> الجنود الأسطوريين إلى <color=#EC6D26>المستوى 6</color>"
chat_font_setting_title,"حجم خط الدردشة"
task_context_210001,"قم بتسجيل الدخول لمدة <color=#EC6D26>{0}</color> أيام"
overworld_tile_level_1,Lv.1
task_context_250002,"افتح <color=#EC6D26>{0}</color> صناديق الغنائم"
task_context_210002,"قم بترقية القوات الأسطورية <color=#EC6D26>{0}</color> مرات"
overworld_tile_level_2,Lv.2
application_place_holder,"آدخل الرسالة"
task_context_250003,"احصل على أي وحدة <color=#EC6D26>{0}</color> مرة"
overworld_tile_level_4,Lv.4
task_context_210003,"اربح <color=#EC6D26>{0}</color> من الكؤوس في PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"أنفق <color=#EC6D26>{0}</color> من قوة الأخضر"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"أنفق <color=#EC6D26>{0}</color> ذهب"
task_context_250004,"قم بترقية أي وحدة عسكرية <color=#EC6D26>{0}</color> مرة"
task_context_90011,"اربح <color=#EC6D26>{0}</color> من الكؤوس في PVP"
task_context_90012,"احصل على أي وحدة <color=#EC6D26>{0}</color> مرة"
task_context_210004,"تجاوز الموجة 40 في وضع التعاون لعدد إجمالي قدره <color=#EC6D26>{0}</color> مرة"
task_context_100003,"افتح <color=#EC6D26>{0}</color> وقت الحظ في تجنيد القوات"
task_context_100004,"افتح صناديق الغنائم <color=#EC6D26>{0}</color>"
task_context_100005,"الحصول على <color=#EC6D26>{0}</color> القوات النادرة عبر التنقية السحرية"
task_context_100006,"احصل على <color=#EC6D26>{0}</color> قوات ملحمية من خلال التنقية السحرية"
task_context_100007,"احصل على <color=#EC6D26>{0}</color> قوات أسطورية عن طريق التنقية السحرية"
task_context_100008,"احصل على <color=#EC6D26>{0}</color> القوات الأسطورية عبر التنقية السحرية"
task_context_100009,"قم بترقية <color=#EC6D26>{0}</color> القوات العادية إلى <color=#EC6D26>المستوى 6</color>"
task_context_100010,"قم بترقية <color=#EC6D26>{0}</color> القوات النادرة إلى <color=#EC6D26>المستوى 6</color>"
task_context_100011,"قم بترقية القوات الملحمية <color=#EC6D26>{0}</color> إلى المستوى <color=#EC6D26>6</color>"
task_context_250005,"اهزم <color=#EC6D26>{0}</color> أعداء في مغامرة، أو الوضع التعاوني، أو الساحة"
task_context_210005,"أنفق <color=#EC6D26>{0}</color> من قوة الأخضر"
gameplay_tag_desc_4,PVE
res_name_457,"هدية المرور"
task_context_250006,"افتح <color=#EC6D26>{0}</color> وقت الحظ في تجنيد القوات"
task_context_210006,"فزت بمعارك الساحة <color=#EC6D26>{0}</color> مرة"
res_name_357,"هدية المرور"
task_context_240001,"قم بتسجيل الدخول لمدة <color=#EC6D26>{0}</color> أيام"
task_context_210007,"استخدم تعويذة الشفاء في الساحة <color=#EC6D26>{0}</color> مرات"
task_context_240002,"قم بترقية القوات الأسطورية <color=#EC6D26>{0}</color> مرات"
task_context_240003,"اربح <color=#EC6D26>{0}</color> من الكؤوس في PVP"
task_context_240004,"تجاوز الموجة 40 في وضع التعاون لعدد إجمالي قدره <color=#EC6D26>{0}</color> مرة"
task_context_240005,"أنفق <color=#EC6D26>{0}</color> من قوة الأخضر"
task_context_240006,"فزت بمعارك الساحة <color=#EC6D26>{0}</color> مرة"
task_context_200001,"قم بتسجيل الدخول لمدة <color=#EC6D26>{0}</color> أيام"
task_context_200002,"افتح <color=#EC6D26>{0}</color> صناديق الغنائم"
task_context_200003,"احصل على أي وحدة <color=#EC6D26>{0}</color> مرة"
task_context_200004,"قم بترقية أي وحدة عسكرية <color=#EC6D26>{0}</color> مرة"
task_context_200005,"اهزم <color=#EC6D26>{0}</color> أعداء في مغامرة، أو الوضع التعاوني، أو الساحة"
task_context_200006,"افتح <color=#EC6D26>{0}</color> وقت الحظ في تجنيد القوات"
task_context_240007,"استخدم تعويذة الشفاء في الساحة <color=#EC6D26>{0}</color> مرات"
task_context_240008,"قم بترقية المباني <color=#EC6D26>{0}</color> مرات"
task_context_240009,"احصل على 3 نجوم في المغامرة <color=#EC6D26>{0}</color> مرات"
task_context_90010,"العب حرب لا نهائية <color=#EC6D26>{0}</color> مرات"
task_context_64007,"ألحق ضررًا مقداره <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح في الساحة"
task_context_54004,"العب لعبة الصيد <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_group_title_22_0,"مهمة الفصيل"
task_context_54001,"ألحق ضررًا من نوع <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح"
task_context_64008,"ألحق ضررًا قدره <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح في الصيد"
task_context_54002,"العب وضع المغامرة <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_54003,"العب في الساحة <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
game_mode_name_33,"تخمين اليوم"
task_context_54005,"العب لعبة Infinite War <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_80002,"إجمالي الجواهر المستخدمة <color=#EC6D26>{0}</color>"
task_context_64006,"ألحق ضررًا مقداره <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح في وضع المغامرة"
task_context_54010,"شارك في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_54011,"خمن بشكل صحيح في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_64001,"ألحق ضررًا من نوع <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح"
task_context_64002,"العب وضع المغامرة <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_64005,"العب لعبة Infinite War <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_64003,"العب في الساحة <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_64004,"العب لعبة الصيد <color=#EC6D26>{0}</color> مرات مع باحث الضوء أو مستحضر الأرواح"
task_context_64009,"ألحق ضررًا مقداره <color=#EC6D26>{0}</color> باستخدام باحث الضوء أو مستحضر الأرواح في لعبة Infinite War"
task_context_64010,"شارك في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_64011,"خمن بشكل صحيح في <color=#EC6D26>{0}</color> التخمين اليومي"
gameplay_tag_desc_5,PVP
task_context_63019,"خمن بشكل صحيح في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_63018,"شارك في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_63017,"احصل على <color=#EC6D26>{0}</color> مستحضر الأرواح"
task_context_53016,"احصل على <color=#EC6D26>{0}</color> باحث الضوء"
task_context_63016,"احصل على <color=#EC6D26>{0}</color> مستحضر الأرواح"
camp_season_buff_desc_1,بليزكنج
camp_season_buff_desc_2,"سيد الأمواج"
res_name_1154,بليزكنج
camp_season_buff_bubble_desc_1,بليزكنج
task_context_62009,"خمن بشكل صحيح في <color=#EC6D26>{0}</color> التخمين اليومي"
camp_season_buff_bubble_desc_2,"سيد الأمواج"
task_context_62008,"شارك في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_53017,"احصل على <color=#EC6D26>{0}</color> باحث الضوء"
task_context_53019,"خمن بشكل صحيح في <color=#EC6D26>{0}</color> التخمين اليومي"
task_context_53018,"شارك في <color=#EC6D26>{0}</color> التخمين اليومي"
res_name_1254,"سيد الأمواج"
chatBubble_frame_access_13,"باقة الطراز الخاص بعيد الميلاد الأول حصري"
chatBubble_frame_access_14,"حزمة الأزياء لعيد الميلاد II حصرية"
chatBubble_frame_access_12,"حصري لبطاقة مرور موسم صراع التنين."
lay_pref_title,تفضيل
deploy_btn,"النشر التلقائي"
task_context_90001,"قم بتسجيل الدخول لمدة <color=#EC6D26>{0}</color> أيام"
task_context_90002,"استلم <color=#EC6D26>{0}</color> جواهر من البناء"
task_context_90003,"احصل على <color=#EC6D26>{0}</color> عملات من البناء"
task_context_90004,"استلم <color=#EC6D26>{0}</color> خشب من البناء"
task_context_90005,"اهزم <color=#EC6D26>{0}</color> أعداء في مغامرة، أو الوضع التعاوني، أو الساحة"
task_context_90006,"العب وضع التعاوني <color=#EC6D26>{0}</color> مرات"
task_context_90007,"العب وضع المغامرة <color=#EC6D26>{0}</color> مرات"
task_context_90008,"العب معارك لاعب ضد لاعب <color=#EC6D26>{0}</color> مرات"
task_context_90009,"العب الصيد <color=#EC6D26>{0}</color> مرات"
task_context_13245,"استخدم التفاف للقتال <color=#EC6D26>{0}</color> مرات في الساحة"
