Key,Content
pack_value,"{0}% 
มูลค่า"
purchased,ซื้อแล้ว
exchange_count_msg,กรุณาเลือกจำนวนรายการที่คุณต้องการแลกเปลี่ยน
vip_claim_desc,รับหินนิรันดร์เพิ่มทุกวัน!
shop_desc_106,"ระยะเวลาการสมัคร: 1 เดือน  
ทดลองฟรี: สนุกกับการทดลองใช้ฟรี 3 วัน! หลังจากสิ้นสุดการทดลองใช้ คุณจะถูกเรียกเก็บเงิน {0} ต่อเดือน  
การต่ออายุอัตโนมัติ: การเป็นสมาชิก VIP เป็นการสมัครสมาชิกแบบต่ออายุอัตโนมัติรายเดือน บัญชีของคุณจะถูกเรียกเก็บเงินสำหรับรอบต่อไปโดยอัตโนมัติ เว้นแต่คุณจะยกเลิกอย่างน้อย 24 ชั่วโมงก่อนสิ้นสุดรอบปัจจุบัน  
ยกเลิกการต่ออายุ: คุณสามารถจัดการและปิดการต่ออายุอัตโนมัติของการสมัครสมาชิกได้โดยไปที่การตั้งค่าบัญชีของคุณบน Google Play หลังจากการซื้อ  

หลังจากเปิดใช้งานการสมัครนี้ คุณจะได้รับ:  
1) หินนิรันดร์ 10 ก้อนทุกวัน"
purchase_limit,ข้อเสนอจำกัดเวลา
resource_not_enough_102,หินแห่งนิรันดร์ไม่เพียงพอ
shop_desc_105,"ระยะเวลาการสมัครสมาชิก: 1 สัปดาห์  
ทดลองใช้งานฟรี: เพลิดเพลินกับการทดลองใช้ฟรี 3 วัน! หลังจากสิ้นสุดการทดลอง คุณจะถูกเรียกเก็บเงิน {0} ต่อสัปดาห์  
การต่ออายุอัตโนมัติ: การเป็นสมาชิก VIP เป็นการสมัครสมาชิกที่เกิดขึ้นเป็นรายสัปดาห์ บัญชีของคุณจะถูกเรียกเก็บเงินโดยอัตโนมัติสำหรับรอบต่อไป เว้นแต่คุณจะยกเลิกอย่างน้อย 24 ชั่วโมงก่อนสิ้นสุดรอบปัจจุบัน
การยกเลิกการต่ออายุ: คุณสามารถจัดการและปิดการต่ออายุอัตโนมัติของการสมัครสมาชิกได้โดยไปที่การตั้งค่าบัญชีของคุณบน Google Play หลังจากการซื้อ

เมื่อเปิดใช้งานการสมัครสมาชิกนี้ คุณจะได้รับ:  
1) หินนิรันดร์ 10 ก้อนทุกวัน"
pack_first,แพ็กการซื้อครั้งแรก
go,ไป
purchase_confirm_desc,"คุณแน่ใจหรือไม่ว่าต้องการใช้ {0} เพื่อซื้อ {1}?"
shop_desc_105_ios,"ระยะเวลาการสมัครสมาชิก: 1 สัปดาห์  
ทดลองใช้งานฟรี: สนุกกับการทดลองใช้งานฟรี 3 วัน! หลังจากสิ้นสุดการทดลองใช้งาน คุณจะถูกเรียกเก็บเงิน {0} ต่อสัปดาห์  
การต่ออายุอัตโนมัติ: การเป็นสมาชิก VIP เป็นการสมัครสมาชิกแบบต่ออายุรายสัปดาห์ บัญชีของคุณจะถูกเรียกเก็บเงินสำหรับระยะเวลาถัดไปโดยอัตโนมัติ เว้นแต่ว่าคุณจะยกเลิกอย่างน้อย 24 ชั่วโมงก่อนสิ้นสุดระยะเวลาปัจจุบัน  
ยกเลิกการต่ออายุ: คุณสามารถจัดการหรือตั้งค่าการปิดการต่ออายุอัตโนมัติในการตั้งค่าบัญชี Apple ของคุณได้ทุกเวลา หลังจากการซื้อ  

เมื่อลงทะเบียนการสมัครสมาชิกนี้ คุณจะได้รับ:  
1) 10 หินนิรันดร์ทุกวัน"
shop_desc_106_ios,"ระยะเวลาการสมัครสมาชิก: 1 เดือน  
ทดลองใช้งานฟรี: เพลิดเพลินกับการทดลองใช้งานฟรี 3 วัน! หลังจากสิ้นสุดการทดลองใช้งาน คุณจะถูกเรียกเก็บเงิน {0} ต่อเดือน  
การต่ออายุอัตโนมัติ: การเป็นสมาชิก VIP เป็นการสมัครสมาชิกแบบรายเดือนที่ต่ออายุอัตโนมัติ บัญชีของคุณจะถูกเรียกเก็บเงินสำหรับรอบเดือนถัดไปโดยอัตโนมัติ เว้นแต่คุณจะยกเลิกอย่างน้อย 24 ชั่วโมงก่อนสิ้นสุดรอบเดือนปัจจุบัน  
ยกเลิกการต่ออายุ: คุณสามารถจัดการหรือปิดการต่ออายุอัตโนมัติในการตั้งค่าบัญชี Apple ของคุณได้ตลอดเวลา หลังจากที่ทำการซื้อ  

เมื่อเปิดใช้การสมัครสมาชิกรายการนี้ คุณจะได้รับ:  
1) หินนิรันดร์ 10 ก้อนทุกวัน"
beginner_bundle_title,แพ็คเกจต้อนรับ
shop_gem,อัญมณี
shop_tab_supply,ข้อเสนอ
shop_goods_106,เดือน
strategy_name_30,"โอบล้อม VIII"
strategy_name_25,"แยกทัพ VII"
strategy_name_26,"เร่งด่วน V"
strategy_name_27,"เร่งด่วน VI"
strategy_name_28,"ตลบหลัง VII"
strategy_name_29,"โอบล้อม VII"
strategy_name_17,"ตลบหลัง IV"
strategy_name_18,"ตลบหลัง V"
strategy_name_19,"ตลบหลัง VI"
strategy_name_21,"เร่งด่วน II"
strategy_name_23,"เร่งด่วน III"
strategy_name_24,"เร่งด่วน IV"
strategy_name_15,"ตลบหลัง II"
strategy_name_16,"ตลบหลัง III"
strategy_name_12,"โอบล้อม IV"
strategy_name_13,"โอบล้อม V"
strategy_name_14,"โอบล้อม VI"
strategy_name_7,"แยกทัพ IV"
strategy_name_8,"แยกทัพ V"
strategy_name_9,"แยกทัพ VI"
strategy_name_10,"โอบล้อม II"
strategy_name_11,"โอบล้อม III"
strategy_name_5,"แยกทัพ II"
strategy_name_6,"แยกทัพ III"
skill_attr_30,หลบหลีก
skill_attr_29,สแต็ค
skill_attr_28,พลังชีวิต
user_sign_reset_context,"เรียนผู้บัญชาการ,

โปรดทราบว่าลายเซ็นส่วนตัวของคุณได้ถูกรีเซ็ตแล้ว เนื่องจากมีการละเมิดกฎของเกมของเราเกี่ยวกับเนื้อหาที่ต้องห้ามหรือละเอียดอ่อน

เพื่อรักษาสภาพแวดล้อมการเล่นเกมที่ดีและเป็นมิตร เราขอให้ผู้เล่นทุกคนใช้ลายเซ็นที่เหมาะสมและเคารพผู้อื่นสำหรับชุมชนผู้เล่นทั่วโลกของเรา การละเมิดซ้ำๆ อาจส่งผลให้มีการจำกัดคุณสมบัติบัญชีของคุณเพิ่มเติม
สำหรับข้อมูลเพิ่มเติมเกี่ยวกับนโยบายและข้อกำหนดที่เกี่ยวข้องของเรา โปรดตรวจสอบที่ <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

เราขอขอบคุณสำหรับความเข้าใจและความร่วมมือของคุณ

— ทีมซัพพอร์ต War Inc: Rising"
user_face_reset_context,"เรียน ผู้บัญชาการ,

ระบบของเราได้ตรวจสอบพบว่า รูปโปรไฟล์ของคุณละเมิดกฎของเกมและข้อกำหนดในการให้บริการ ด้วยเหตุนี้ รูปโปรไฟล์ของคุณจึงถูกรีเซ็ตกลับเป็นการตั้งค่าเริ่มต้น

เรามุ่งมั่นที่จะรักษาสภาพแวดล้อมที่เป็นมิตร ให้เกียรติ และปลอดภัยสำหรับผู้เล่นทุกคน โปรดตรวจสอบให้แน่ใจว่าการอัปโหลดในอนาคตทั้งหมดเป็นไปตามแนวทางปฏิบัติของชุมชนของเรา
สำหรับข้อมูลเพิ่มเติมเกี่ยวกับนโยบายและคำขอที่เกี่ยวข้อง โปรดตรวจสอบที่ <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

ขอขอบคุณสำหรับความร่วมมือในการรักษาสภาพแวดล้อมที่ดีของ War Inc: Rising สำหรับทุกคน

— ทีมงานซัพพอร์ต War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"รอบนี้พอแค่นี้ก่อน! แล้วเจอกันใหม่!"
clan_war_slg_reward_info,"ในสงครามกิลด์ นอกเหนือจากรางวัลอันดับส่วนตัวและอันดับกิลด์แล้ว ยังมีรางวัลพิเศษที่หัวหน้ากิลด์สามารถมอบให้ได้

รางวัลเหล่านี้แสดงถึงเกียรติยศของกิลด์ และจะถูกมอบให้แก่ผู้ที่สมควรได้รับที่สุด

กฎ:

1. สมาชิกแต่ละคนสามารถได้รับหีบรางวัลสูงสุด 1 หีบ

2. หากไม่ถูกมอบให้ทันเวลา รางวัลจะถูกแจกจ่ายโดยอัตโนมัติโดยอิงตามอันดับส่วนตัว

3. เนื้อหาของรางวัลขึ้นอยู่กับอันดับสุดท้ายของกิลด์เท่านั้น"
win_add_peakleague_score_msg,"พรีวิวคะแนนสูงสุด คะแนนสุดท้ายจะถูกคำนวณจากความเสียหายที่ทำต่อผู้ป้องกัน"
switch_preview_btn,สลับ
upgrades_confirm_dialog_msg,"ต้องการรวม Lv.{0} {1} หรือไม่?"
gameplay_search_result_title,ผลการค้นหา
gameplay_search_title,ค้นหาเกมเพลย์
upgrades_confirm_dialog_cost_tips,"ใช้ <color=#ffe300>{0}</color> {1} เพื่ออัปเกรดกองทหารหรือไม่?"
defense_area_desc_1104,"กองทหารป้องกันทั้งหมดได้รับโอกาสหลบหลีก, ต้านทานไม้ลดลง"
defense_area_desc_1103,"ผู้พิทักษ์ กองทหารธาตุดิน สร้างความเสียหายเพิ่มขึ้น, ต้านทานลมลดลง"
defense_area_desc_1100,"ผู้พิทักษ์ นักวางกลยุทธ์ โจมตีเพิ่มขึ้น, แทงค์ ต้านทานทั้งหมดเพิ่มขึ้น"
defense_area_desc_1101,"กองทหารป้องกัน พลังชีวิตสูงสุดเพิ่มขึ้น, การต้านทานไฟเพิ่มขึ้น"
defense_area_desc_1102,"กองทหารป้องกันทั้งหมดได้รับค่าต้านทานทั้งหมด พลังโจมตีลดลง"
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"ยินดีต้อนรับสู่พีคลีก!

ผู้บัญชาการที่ไปถึง<color=#EC6D26>อันดับอารีน่าระดับสูง</color>จะมีสิทธิ์เข้าร่วมพีคลีก

  พีคลีกจะเปิดพร้อมกับ<color=#EC6D26>ฤดูกาลอารีน่า</color>
  7 วันแรกของฤดูกาลคือ<color=#EC6D26>ช่วงลงทะเบียน</color> ผู้เล่นที่มีสิทธิ์จะ<color=#EC6D26>ลงทะเบียนอัตโนมัติ</color> และสามารถยกเลิกการลงทะเบียนได้ตลอดเวลา
  7 วันสุดท้ายคือ<color=#EC6D26>ช่วงสู้</color> ท้าทายผู้บัญชาการคนอื่น ๆ และแข่งขันเพื่อชิงมงกุฎให้มากขึ้น!

กฎการโจมตี:
  1. ผู้บัญชาการในลีกจะได้รับ<color=#EC6D26>สิทธิ์การท้าทาย 8 ครั้ง</color>ในแต่ละวัน
  2. โปรดยืนยัน<color=#EC6D26>จัดทัพ</color>ของคุณก่อนการจับคู่ ทหาร<color=#EC6D26>ไม่สามารถเปลี่ยนแปลงได้</color>หลังจากพบการจับคู่แล้ว
  3. หลังจากจับคู่สำเร็จ การ<color=#EC6D26>สู้</color>ต้องเริ่มภายใน<color=#EC6D26>180 วินาที</color> การไม่เริ่มหรือออกระหว่างการสู้จะถือเป็นการพ่ายแพ้
  4. การพ่ายแพ้จะ<color=#EC6D26>ไม่</color>ให้คะแนนและ<color=#EC6D26>ไม่</color>หักคะแนน
  5. คะแนนการ<color=#EC6D26>สู้</color>จะคำนวณจาก<color=#EC6D26>อัตราการทำลาย</color>ของคุณ ยิ่ง<color=#EC6D26>อัตราการทำลาย</color>สูง ยิ่งได้รับคะแนนมาก!

กฎการจัดทัพป้องกัน:
  1. ผู้ป้องกันจะต้องจัด<color=#EC6D26>จัดทัพป้องกัน</color> 3 ชุดเพื่อเฝ้า<color=#EC6D26>3 เขตป้องกัน</color>
  2. แต่ละเขตป้องกันมี<color=#EC6D26>เอฟเฟกต์เฉพาะตัว</color>ที่ใช้กับผู้ป้องกันเท่านั้น
  3. ผู้โจมตีจะ<color=#EC6D26>สุ่มเจอ</color><color=#EC6D26>จัดทัพป้องกัน</color> 1 ใน 3 ชุดระหว่างการจับคู่"
league_sign_up_cancel_registration_desc,"[color=#EC6D26]ยกเลิกการลงทะเบียน[/color]? คุณสามารถลงทะเบียนใหม่ได้ก่อนการแข่งขันจะเริ่มขึ้น"
emoji_name_1027,"ทรราชคนเถื่อน: กรงเล็บเดียว!"
notification_title_9,การกล่าวถึงกิลด์
emoji_name_1028,"เมโลดี้ วีเวอร์: ปล่อยจังหวะ!"
emoji_name_1029,"ไฟร์พาวเวอร์ แวนการ์ด: ล็อกเป้าหมายแล้ว!"
emoji_name_1030,"อัศวินกริฟฟอน: แวะมาทักทาย!"
emoji_name_1031,"พ่อมดระลอก: อยู่ในโซน!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"ราชินีแห่งดาร์กมูน: ส่องไฟสปอตไลท์!"
light_dark_pack_title_2,ชุดบำรุงผิวให้กระจ่างใส
light_dark_pack_title_4,ชุดผิวสีเข้ม
light_dark_pack_desc_2,"ห่อหุ้มด้วยแสงสว่าง ปัดเป่าความมืดมิด!"
light_dark_pack_desc_4,ค่ำคืนมาเยือน—จงกลืนกินแสงสว่าง!
rank_index_4,4th
team_err_620,ทีมเต็มแล้ว
battle_strategy_title,ยุทธวิธี
emoji_name_1006,"นักดวลเปลวไฟ: ถอยไป!"
emoji_name_1009,"เทพีแห่งสงคราม: ไม่อาจให้อภัยได้!"
camp_season_faction_left_2,ผู้แสวงหาแสง
emoji_name_1010,"เทพีแห่งสงคราม: ชอบมาก!"
camp_season_faction_right_2,เนโครแมนเซอร์
emoji_name_1011,"เทพีแห่งสงคราม: มาทางนี้!"
chatBubble_frame_name_18,ขอบสว่าง
chatBubble_frame_name_19,การรุกรานของเนโคร
emoji_name_1025,"นักปลุกเสกแห่งธรณี: ชัยชนะแน่นอนแล้ว!"
emoji_name_1026,"นักธนูหมอก: ยืนยันระยะแล้ว!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"เข้าสู่ระบบเป็นเวลา <color=#EC6D26>{0}</color> วัน"
unit_skin_name_73401,จิ้งจอกเก้าหาง
unit_skin_name_73601,"เมโลดี้ วีเวอร์"
unit_skin_name_73801,พ่อมดระลอก
unit_skin_name_73501,ผู้พิทักษ์แห่งป่า
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,พลปืนใหญ่พิโรธ
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"ไฟร์พาวเวอร์ แวนการ์ด"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,นักธนูหมอก
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,เรนเจอร์แห่งป่า
unit_skin_name_74301,ทรราชคนเถื่อน
unit_skin_name_74401,นักดวลเปลวไฟ
unit_skin_name_74501,ไนท์ไซออน
unit_skin_name_74601,เทพีแห่งสงคราม
unit_skin_name_74801,"นักฆ่า Venospore"
unit_skin_name_74901,ราชาอัศวิน
unit_skin_name_76201,นักรบเรืองแสง
unit_skin_name_77801,เซราฟ
unit_skin_name_84501,ลอร์ดแห่งกระแสน้ำ
unit_skin_name_84601,Blazeking
rank_index_1,1st
unit_skin_name_84701,เรดเบลด
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"อัพเกรดอาคาร <color=#EC6D26>{0}</color> ครั้ง"
task_context_210009,"รับดาว 3 ดวงในการผจญภัย <color=#EC6D26>{0}</color> ครั้ง"
unit_skin_name_63701,อัศวินกริฟฟอน
task_context_210010,"รับ <color=#EC6D26>{0}</color> อัญมณีจากการก่อสร้าง"
unit_skin_name_63801,นักปลุกเสกแห่งธรณี
task_context_210011,"รับเหรียญ <color=#EC6D26>{0}</color> จากการสร้างอาคาร"
unit_skin_name_70301,ราชินีน้ำแข็ง
task_context_210012,"ได้รับ <color=#EC6D26>{0}</color> ไม้จากการสร้าง"
unit_skin_name_70401,เทพีแห่งพายุ
unit_skin_name_70501,ลอร์ดเบลซวิง
unit_skin_name_71201,ดาบแห่งโลก
unit_skin_name_71101,นักแม่นปืนกระดูก
unit_skin_name_70601,"สตาร์ไลท์ อะโพสเทิล"
unit_skin_name_70801,ราชินีแห่งดาร์กมูน
unit_sort_attr_31,คลาส
unit_sort_attr_37,คุณภาพ
task_context_240010,"รับ <color=#EC6D26>{0}</color> อัญมณีจากการก่อสร้าง"
task_context_240011,"รับเหรียญ <color=#EC6D26>{0}</color> จากการสร้างอาคาร"
task_context_240012,"ได้รับ <color=#EC6D26>{0}</color> ไม้จากการสร้าง"
task_context_100012,"อัปเกรด <color=#EC6D26>{0}</color> กองทหารในตำนานเป็น <color=#EC6D26>Lv6</color>"
chat_font_setting_title,ขนาดตัวอักษรแชท
task_context_210001,"เข้าสู่ระบบเป็นเวลา <color=#EC6D26>{0}</color> วัน"
overworld_tile_level_1,Lv.1
task_context_250002,"เปิด <color=#EC6D26>{0}</color> หีบสมบัติ"
task_context_210002,"อัปเกรดกองทหาร Mythic <color=#EC6D26>{0}</color> ครั้ง"
overworld_tile_level_2,Lv.2
application_place_holder,กรุณาป้อนข้อความ
task_context_250003,"รับกองทัพใด ๆ <color=#EC6D26>{0}</color> ครั้ง"
overworld_tile_level_4,Lv.4
task_context_210003,"รับ <color=#EC6D26>{0}</color> ถ้วยรางวัลใน PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"ใช้ <color=#EC6D26>{0}</color> สีเขียว พลังงาน"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"ใช้ทอง <color=#EC6D26>{0}</color>"
task_context_250004,"อัปเกรดกองทหารใดๆ <color=#EC6D26>{0}</color> ครั้ง"
task_context_90011,"รับ <color=#EC6D26>{0}</color> ถ้วยรางวัลใน PVP"
task_context_90012,"รับกองทัพใด ๆ <color=#EC6D26>{0}</color> ครั้ง"
task_context_210004,"เคลียร์ Wave 40 ในโหมด Co-op ทั้งหมด <color=#EC6D26>{0}</color> ครั้ง"
task_context_100003,"เปิด <color=#EC6D26>{0}</color> เวลานำโชคในการสรรหากองทหาร"
task_context_100004,"เปิดหีบสมบัติ <color=#EC6D26>{0}</color>"
task_context_100005,"รับ <color=#EC6D26>{0}</color> ทหารหายากด้วย การปรับแต่งลึกลับ"
task_context_100006,"รับ <color=#EC6D26>{0}</color> กองกำลังมหากาพย์โดย การปรับแต่งลึกลับ"
task_context_100007,"รับ <color=#EC6D26>{0}</color> กองทหารในตำนานโดย การปรับแต่งลึกลับ"
task_context_100008,"รับ <color=#EC6D26>{0}</color> กองทัพตำนานโดย การปรับแต่งลึกลับ"
task_context_100009,"อัปเกรด <color=#EC6D26>{0}</color> ทหารทั่วไปเป็น <color=#EC6D26>ระดับ 6</color>"
task_context_100010,"อัปเกรดทหารหายาก <color=#EC6D26>{0}</color> เป็น <color=#EC6D26>Lv6</color>"
task_context_100011,"อัปเกรด <color=#EC6D26>{0}</color> กองทหารมหากาพย์เป็น <color=#EC6D26>Lv6</color>"
task_context_250005,"ปราบ <color=#EC6D26>{0}</color> ศัตรูในโหมดผจญภัย, โหมดร่วมมือ หรืออารีน่า"
task_context_210005,"ใช้ <color=#EC6D26>{0}</color> สีเขียว พลังงาน"
gameplay_tag_desc_4,PVE
res_name_457,ของขวัญผ่านด่าน
task_context_250006,"เปิด <color=#EC6D26>{0}</color> เวลานำโชคในการสรรหากองทหาร"
task_context_210006,"ชนะการต่อสู้ในอารีน่า <color=#EC6D26>{0}</color> ครั้ง"
res_name_357,ของขวัญผ่านด่าน
task_context_240001,"เข้าสู่ระบบเป็นเวลา <color=#EC6D26>{0}</color> วัน"
task_context_210007,"ใช้ เวทมนตร์รักษา <color=#EC6D26>{0}</color> ครั้ง"
task_context_240002,"อัปเกรดกองทหาร Mythic <color=#EC6D26>{0}</color> ครั้ง"
task_context_240003,"รับ <color=#EC6D26>{0}</color> ถ้วยรางวัลใน PVP"
task_context_240004,"เคลียร์ Wave 40 ในโหมด Co-op ทั้งหมด <color=#EC6D26>{0}</color> ครั้ง"
task_context_240005,"ใช้ <color=#EC6D26>{0}</color> สีเขียว พลังงาน"
task_context_240006,"ชนะการต่อสู้ในอารีน่า <color=#EC6D26>{0}</color> ครั้ง"
task_context_200001,"เข้าสู่ระบบเป็นเวลา <color=#EC6D26>{0}</color> วัน"
task_context_200002,"เปิด <color=#EC6D26>{0}</color> หีบสมบัติ"
task_context_200003,"รับกองทัพใด ๆ <color=#EC6D26>{0}</color> ครั้ง"
task_context_200004,"อัปเกรดกองทหารใดๆ <color=#EC6D26>{0}</color> ครั้ง"
task_context_200005,"ปราบ <color=#EC6D26>{0}</color> ศัตรูในโหมดผจญภัย, โหมดร่วมมือ หรืออารีน่า"
task_context_200006,"เปิด <color=#EC6D26>{0}</color> เวลานำโชคในการสรรหากองทหาร"
task_context_240007,"ใช้ เวทมนตร์รักษา <color=#EC6D26>{0}</color> ครั้ง"
