Key,Content
gem_supply_bubble_desc,"<size=40><color=#037ddc>Pass Dasar 30 Hari</color></size>

1.Saat pembelian, langsung mendapatkan {0} Permata dan mengaktifkan pass selama 30 hari.

2.Selama periode pass, Anda dapat mengklaim {1} Permata setiap hari (reset pada UTC 00:00).
Permata harian yang tidak diklaim tidak akan dikembalikan setelah pass kedaluwarsa.

<size=40><color=#037ddc>Pass Lanjutan 30 Hari</color></size>

1.Saat pembelian, langsung mendapatkan {2} Permata dan mengaktifkan pass selama 30 hari.

2.Selama periode pass, Anda dapat mengklaim {3} Permata setiap hari (reset pada UTC 00:00).
Permata harian yang tidak diklaim tidak akan dikembalikan setelah pass kedaluwarsa."
gf_tab_name_4,Permata
camp_pack_desc,"Dapatkan kostum naga eksklusif!"
gf_banner_title_5,"Dana Peningkatan Batu Forge"
refresh_in,"Segarkan dalam"
pack_off,"Diskon {0}%"
gem_supply_daily_title,"Hadiah Pass"
pack_value,"{0}% 
nilai"
purchased,Dibeli
exchange_count_msg,"Silakan pilih jumlah item yang ingin Anda tukarkan."
vip_claim_desc,"Batu Abadi Tambahan Setiap Hari!"
shop_desc_106,"Periode langganan: 1 bulan.
Uji coba gratis: Nikmati uji coba GRATIS selama 3 hari! Setelah uji coba berakhir, Anda akan dikenakan biaya {0} per bulan.
Perpanjangan otomatis: Keanggotaan VIP adalah langganan bulanan berulang. Akun Anda akan otomatis dikenakan biaya untuk periode berikutnya kecuali Anda membatalkan setidaknya 24 jam sebelum periode saat ini berakhir.
Batalkan perpanjangan: Anda dapat mengelola dan mematikan perpanjangan otomatis langganan dengan pergi ke pengaturan akun Anda di Google Play setelah pembelian.

Setelah mengaktifkan langganan ini, Anda akan menerima:  
1) 10 Batu Abadi setiap hari."
purchase_limit,"Penawaran Terbatas"
resource_not_enough_102,"Eternity Stones Tidak Cukup"
shop_desc_105,"Periode langganan: 1 minggu.  
Uji coba gratis: Nikmati uji coba GRATIS selama 3 hari! Setelah uji coba berakhir, Anda akan dikenakan biaya {0} per minggu.  
Perpanjangan otomatis: Keanggotaan VIP adalah langganan mingguan yang berulang. Akun Anda akan secara otomatis dikenakan biaya untuk periode berikutnya kecuali Anda membatalkan setidaknya 24 jam sebelum periode saat ini berakhir.  
Batalkan perpanjangan: Anda dapat mengelola dan mematikan perpanjangan otomatis langganan dengan pergi ke pengaturan akun Anda di Google Play setelah pembelian.

Setelah mengaktifkan langganan ini, Anda akan menerima:  
1) 10 Batu Abadi setiap hari."
pack_first,"Paket Pembelian Pertama"
go,Pergi
purchase_confirm_desc,"Habiskan <color=#ffe300>{0}</color> untuk membeli <color=#ffe300>{1}</color>?"
shop_desc_105_ios,"Periode langganan: 1 minggu.  
Uji coba gratis: Nikmati uji coba GRATIS selama 3 hari! Setelah uji coba berakhir, Anda akan dikenakan biaya {0} per minggu.  
Perpanjangan otomatis: Keanggotaan VIP adalah langganan mingguan berulang. Akun Anda akan otomatis dikenakan biaya untuk periode berikutnya kecuali jika Anda membatalkannya setidaknya 24 jam sebelum periode saat ini berakhir.  
Batalkan perpanjangan: Anda dapat mengelola atau mematikan perpanjangan otomatis di pengaturan akun Apple Anda kapan saja setelah pembelian.

Setelah mengaktifkan langganan ini, Anda akan menerima:  
1) 10 Batu Abadi setiap hari."
shop_desc_106_ios,"Periode berlangganan: 1 bulan.  
Uji coba gratis: Nikmati uji coba GRATIS selama 3 hari! Setelah uji coba berakhir, Anda akan dikenakan biaya {0} per bulan.  
Pembaruan otomatis: Keanggotaan VIP adalah langganan bulanan berulang. Akun Anda akan otomatis dikenakan biaya untuk periode berikutnya kecuali Anda membatalkan setidaknya 24 jam sebelum periode saat ini berakhir.  
Batalkan pembaruan: Anda dapat mengelola atau mematikan pembaruan otomatis di pengaturan akun Apple Anda kapan saja setelah pembelian.

Setelah mengaktifkan langganan ini, Anda akan menerima:  
1) 10 Batu Abadi setiap hari."
beginner_bundle_title,"Paket Pasukan Mitis"
shop_gem,Permata
shop_tab_supply,Penawaran
shop_goods_106,Bulan
strategy_name_30,"Kepung VIII"
strategy_name_25,"Pecah VII"
strategy_name_26,"Serbu V"
strategy_name_27,"Serbu VI"
strategy_name_28,"Sergap VII"
strategy_name_29,"Kepung VII"
strategy_name_17,"Sergap IV"
strategy_name_18,"Sergap V"
strategy_name_19,"Sergap VI"
strategy_name_21,"Serbu II"
strategy_name_23,"Serbu III"
strategy_name_24,"Serbu IV"
strategy_name_15,"Sergap II"
strategy_name_16,"Sergap III"
strategy_name_12,"Kepung IV"
strategy_name_13,"Kepung V"
strategy_name_14,"Kepung VI"
strategy_name_7,"Pecah IV"
strategy_name_8,"Pecah V"
strategy_name_9,"Pecah VI"
strategy_name_10,"Kepung II"
strategy_name_11,"Kepung III"
strategy_name_5,"Pecah II"
strategy_name_6,"Pecah III"
skill_attr_30,Menghindar
skill_attr_29,Tumpukan
skill_attr_28,Kesehatan
user_sign_reset_context,"Kepada Komandan yang Terhormat,

Mohon diperhatikan bahwa Tanda Tangan pribadi Anda telah diatur ulang karena pelanggaran Aturan Game kami terkait konten yang dilarang atau sensitif.

Untuk menjaga suasana game yang sehat dan ramah, kami meminta semua pemain untuk menjaga tanda tangan mereka tetap sopan dan sesuai untuk komunitas global kami. Pelanggaran berulang dapat mengakibatkan pembatasan lebih lanjut pada fitur akun Anda.
Untuk informasi lebih lanjut tentang kebijakan dan permintaan terkait, silakan kunjungi <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Kami menghargai pengertian dan kerja sama Anda.

— Tim Dukungan War Inc: Rising"
user_face_reset_context,"Kepada Komandan,

Sistem kami telah mengidentifikasi bahwa Gambar Profil Anda melanggar Aturan Game dan Ketentuan Layanan kami. Sebagai hasilnya, avatar Anda telah diatur ulang ke pengaturan default.

Kami berusaha menjaga lingkungan yang ramah, hormat, dan aman bagi semua pemain. Mohon pastikan bahwa unggahan di masa mendatang mematuhi panduan komunitas kami. Untuk informasi lebih lanjut mengenai kebijakan dan permintaan terkait kami, silakan kunjungi <color=#0000FF><link=https://war-inc-rising-chat-rules.webflow.io/>https://war-inc-rising-chat-rules.webflow.io/</link></color>

Terima kasih atas kerja sama Anda dalam menjaga War Inc: Rising tetap menjadi pengalaman positif bagi semua orang.

— Tim Dukungan War Inc: Rising"
refine_title_short,
overworld_season_ended_msg,"Sampai di sini dulu! Sampai jumpa lain kali!"
clan_war_slg_reward_info,"Di Perang Klan, selain hadiah peringkat pribadi dan klan, ada hadiah spesial yang dapat diberikan oleh pemimpin klan.

Hadiah ini melambangkan kehormatan klan, dan akan diberikan kepada mereka yang dianggap paling layak.

Aturan:

1. Setiap anggota dapat menerima maksimal 1 peti hadiah.

2. Jika tidak diberikan tepat waktu, hadiah akan otomatis didistribusikan berdasarkan peringkat pribadi.

3. Isi hadiah sepenuhnya bergantung pada peringkat akhir klan."
win_add_peakleague_score_msg,"Pratinjau Skor Maksimal. Skor akhir didasarkan pada kerusakan yang ditimbulkan kepada pemain bertahan."
switch_preview_btn,Ganti
upgrades_confirm_dialog_msg,"Gabung Lv.{0} {1}?"
gameplay_search_result_title,"Hasil Pencarian"
gameplay_search_title,"Pencarian Gameplay"
upgrades_confirm_dialog_cost_tips,"Habiskan <color=#ffe300>{0}</color> {1} untuk meningkatkan pasukan?"
defense_area_desc_1104,"Semua Pasukan Defender mendapatkan Peluang Menghindar, RES Kayu berkurang"
defense_area_desc_1103,"Kerusakan Pasukan Pembela Bumi meningkat, KET Angin berkurang"
defense_area_desc_1100,"Pelindung Prajurit Serangan meningkat, Tank Semua Resistensi meningkat"
defense_area_desc_1101,"HP Maks Pasukan Defender ditingkatkan, RES Api ditingkatkan"
defense_area_desc_1102,"Semua Pasukan Pembela mendapatkan Semua RES, ATK berkurang"
clan_hunt_slg_invalid_army,
clan_hunt_slg_return_main,
clan_hunt_slg_cup_title,
clan_hunt_slg_rule_tips,
clan_hunt_slg_prepare_tips,
clan_hunt_slg_rank_tips,
clan_hunt_slg_reward_title,
clan_hunt_slg_reward_info,
clan_hunt_slg_top_clan_rank_title,
clan_hunt_slg_top_clan_rank_rule_tips,
clan_hunt_slg_boss_rank_rule_tips,
clan_hunt_slg_register_desc,
clan_hunt_slg_register_tips,
clan_hunt_slg_watch_title,
clan_hunt_slg_chat_prefix_5,
clan_hunt_slg_chat_prefix_7,
clan_hunt_slg_watch_not_op,
clan_hunt_slg_watch_players,
clan_hunt_slg_room_name,
clan_hunt_slg_tile_train,
faction_progress_title,
total_score,
clan_hunt_slg_pin_limit,
clan_hunt_slg_end_title,
clan_hunt_slg_no_army,
peak_league_rule_desc,"Selamat datang di Liga Puncak!

Komandan yang mencapai <color=#EC6D26>peringkat Arena tinggi</color> akan memenuhi syarat untuk Liga Puncak.

  Liga Puncak dibuka bersamaan dengan <color=#EC6D26>Musim Arena</color>.
  7 hari pertama musim adalah <color=#EC6D26>Fase Pendaftaran</color>. Pemain yang memenuhi syarat akan <color=#EC6D26>terdaftar secara otomatis</color>, dan dapat membatalkan pendaftaran kapan saja.
  7 hari terakhir adalah <color=#EC6D26>Fase Pertempuran</color>. Tantang komandan lain dan berkompetisi untuk mendapatkan lebih banyak Mahkota!

Aturan Serangan:
  1. Komandan di liga menerima <color=#EC6D26>8 kesempatan tantangan</color> setiap hari.
  2. Mohon konfirmasi susunan pasukanmu sebelum menemukan lawan. Prajurit <color=#EC6D26>tidak dapat diubah</color> setelah lawan ditemukan.
  3. Setelah pencarian lawan berhasil, pertempuran harus dimulai dalam <color=#EC6D26>180 detik</color>. Gagal memulai atau meninggalkan pertempuran di tengah jalan dihitung sebagai kekalahan.
  4. Kekalahan <color=#EC6D26>tidak</color> memberikan poin dan <color=#EC6D26>tidak</color> mengurangi poin.
  5. Poin pertempuran dihitung berdasarkan <color=#EC6D26>Tingkat Penghancuran</color>mu. Tingkat Penghancuran yang lebih tinggi mendapatkan lebih banyak poin!

Aturan Pertahanan:
  1. Pembela harus menyiapkan 3 susunan pasukan pertahanan untuk menjaga <color=#EC6D26>3 zona pertahanan</color>.
  2. Setiap zona pertahanan memiliki <color=#EC6D26>efek unik</color> yang hanya berlaku untuk pembela.
  3. Penyerang akan <color=#EC6D26>secara acak menghadapi</color> 1 dari 3 susunan pasukan pertahanan saat menemukan lawan."
league_sign_up_cancel_registration_desc,"[color=#EC6D26]Batalkan pendaftaran[/color]? Anda bisa mendaftar lagi sebelum pertandingan dimulai."
emoji_name_1027,"Tiran Barbar: Satu cakar menyelesaikannya!"
notification_title_9,"Penyebutan Klan"
emoji_name_1028,"Penenun Melodi: Ritmenya dimulai!"
emoji_name_1029,"Firepower Vanguard: Target terkunci!"
emoji_name_1030,"Kemunculan tiba-tiba!"
emoji_name_1031,"Penyihir Ripple: Memasuki negara bagian!"
unit_skill_name_1617_1_tag,8s
emoji_name_1032,"Ratu Bulan Gelap: Melakukan debut yang memukau!"
light_dark_pack_title_2,"Paket Pakaian Dawn"
light_dark_pack_title_4,"Paket Pakaian Bayangan"
light_dark_pack_desc_2,"Bermandikan cahaya, menyapu bersih kegelapan!"
light_dark_pack_desc_4,"Malam tiba, menelan cahaya!"
rank_index_4,4th
team_err_620,"Tim telah penuh"
battle_strategy_title,Taktik
emoji_name_1006,"Jangan macam-macam denganku!"
emoji_name_1009,"Tak termaafkan!"
camp_season_faction_left_2,"Pencari Cahaya"
emoji_name_1010,"Dewi Perang: Saya sangat menyukainya!"
camp_season_faction_right_2,"Ahli Nujum"
emoji_name_1011,"Dewi Perang: Ini dia!"
chatBubble_frame_name_18,"Mengejar Cahaya dan Batas"
chatBubble_frame_name_19,"Invasi Nekromantik"
emoji_name_1025,"Kemenangan sudah pasti!"
emoji_name_1026,"Jangkauan cakupan!"
unit_skill_name_1603_1_tag,8s
task_context_250001,"Masuk selama <color=#EC6D26>{0}</color> hari"
unit_skin_name_73401,"Rubah Ekor Sembilan"
unit_skin_name_73601,"Penenun Melodi"
unit_skin_name_73801,"Penyihir Ripple"
unit_skin_name_73501,"Penjaga Hutan"
unit_skill_name_1604_1_tag,5s
unit_skill_name_1601_1_tag,5s
unit_skill_name_1602_1_tag,8s
unit_skin_name_73901,"Penembak Meriam Fury"
unit_skill_name_1605_1_tag,8s
unit_skin_name_74001,"Firepower Vanguard"
unit_skill_name_1606_1_tag,5s
unit_skill_name_1607_1_tag,5s
unit_skill_name_1608_1_tag,5s
unit_skin_name_74101,"Pemanah Kabut"
overworld_tile_level_3,Lv.3
unit_skill_name_1609_1_tag,5s
unit_skill_name_1610_1_tag,8s
unit_skin_name_74201,"Penjaga Hutan"
unit_skin_name_74301,"Tiran Barbar"
unit_skin_name_74401,"Pendekar Api"
unit_skin_name_74501,"Ketua Malam"
unit_skin_name_74601,"Dewi Perang"
unit_skin_name_74801,"Pembasmi Venospore"
unit_skin_name_74901,"Raja Kesatria"
unit_skin_name_76201,"Prajurit Radiant"
unit_skin_name_77801,Seraph
unit_skin_name_84501,"Penguasa Pasang"
unit_skin_name_84601,"Raja Api"
rank_index_1,1st
unit_skin_name_84701,"Pedang Merah"
rank_index_2,2nd
rank_index_3,3rd
task_context_210008,"Tingkatkan bangunan sebanyak <color=#EC6D26>{0}</color> kali"
task_context_210009,"Dapatkan 3 Bintang dalam Petualangan <color=#EC6D26>{0}</color> kali"
unit_skin_name_63701,"Kesatria Gryphon"
task_context_210010,"Dapatkan <color=#EC6D26>{0}</color> Permata dari bangunan"
unit_skin_name_63801,"Ahli Geoman"
task_context_210011,"Dapatkan <color=#EC6D26>{0}</color> Koin dari pembangunan"
unit_skin_name_70301,"Ratu Es"
task_context_210012,"Terima <color=#EC6D26>{0}</color> Kayu dari bangunan"
unit_skin_name_70401,"Perawan Badai"
unit_skin_name_70501,"Penguasa Blazewing"
unit_skin_name_71201,"Pedang Bumi"
unit_skin_name_71101,"Pemanah Tulang"
unit_skin_name_70601,"Rasul Cahaya Bintang"
unit_skin_name_70801,"Ratu Bulan Gelap"
unit_sort_attr_31,Kelas
unit_sort_attr_37,kualitas
task_context_240010,"Dapatkan <color=#EC6D26>{0}</color> Permata dari bangunan"
task_context_240011,"Dapatkan <color=#EC6D26>{0}</color> Koin dari pembangunan"
task_context_240012,"Terima <color=#EC6D26>{0}</color> Kayu dari bangunan"
task_context_100012,"Tingkatkan <color=#EC6D26>{0}</color>  Pasukan Legendaris ke <color=#EC6D26>Lv6</color>"
chat_font_setting_title,"Ukuran Font Obrolan"
task_context_210001,"Masuk selama <color=#EC6D26>{0}</color> hari"
overworld_tile_level_1,Lv.1
task_context_250002,"Buka Peti Loot <color=#EC6D26>{0}</color>"
task_context_210002,"Tingkatkan Pasukan Mitos <color=#EC6D26>{0}</color>  kali"
overworld_tile_level_2,Lv.2
application_place_holder,"Masukkan pesan"
task_context_250003,"Peroleh pasukan <color=#EC6D26>{0}</color> kali"
overworld_tile_level_4,Lv.4
task_context_210003,"Dapatkan <color=#EC6D26>{0}</color> Trofi di PVP"
overworld_tile_level_5,Lv.5
overworld_tile_level_6,Lv.6
task_context_100002,"Habiskan <color=#EC6D26>{0}</color> Energi Hijau"
overworld_tile_level_7,Lv.7
overworld_tile_level_11,"Cryo & Ember"
task_context_100001,"Habiskan <color=#EC6D26>{0}</color> Emas"
task_context_250004,"Tingkatkan pasukan sebanyak <color=#EC6D26>{0}</color> kali"
task_context_90011,"Dapatkan <color=#EC6D26>{0}</color> Trofi di PVP"
task_context_90012,"Peroleh pasukan <color=#EC6D26>{0}</color> kali"
task_context_210004,"Selesaikan Gelombang 40 dalam Mode Co-op sebanyak <color=#EC6D26>{0}</color> kali"
task_context_100003,"Buka <color=#EC6D26>{0}</color> Lucky Time di Perekrutan Pasukan"
task_context_100004,"Buka <color=#EC6D26>{0}</color> Peti Harta Karun"
task_context_100005,"Dapatkan <color=#EC6D26>{0}</color> Pasukan Langka melalui Fusion"
task_context_100006,"Dapatkan <color=#EC6D26>{0}</color> Pasukan Epik melalui Fusion"
task_context_100007,"Dapatkan <color=#EC6D26>{0}</color> Pasukan Legendaris melalui Fusion"
task_context_100008,"Dapatkan <color=#EC6D26>{0}</color> Pasukan Mitos melalui Fusion"
task_context_100009,"Tingkatkan <color=#EC6D26>{0}</color> Pasukan Umum ke <color=#EC6D26>Lv6</color>"
task_context_100010,"Tingkatkan Pasukan Langka <color=#EC6D26>{0}</color> ke <color=#EC6D26>Lv6</color>"
task_context_100011,"Tingkatkan <color=#EC6D26>{0}</color> Pasukan Epik ke <color=#EC6D26>Lv6</color>"
task_context_250005,"Kalahkan <color=#EC6D26>{0}</color> Musuh dalam Petualangan, Co-op, atau Arena"
task_context_210005,"Habiskan <color=#EC6D26>{0}</color> Energi Hijau"
gameplay_tag_desc_4,PVE
res_name_457,"Hadiah Battle Pass"
task_context_250006,"Buka <color=#EC6D26>{0}</color> Lucky Time di Perekrutan Pasukan"
task_context_210006,"Memenangkan <color=#EC6D26>{0}</color> Pertempuran Arena"
res_name_357,"Hadiah Battle Pass"
task_context_240001,"Masuk selama <color=#EC6D26>{0}</color> hari"
task_context_210007,"Gunakan Mantra Penyembuhan <color=#EC6D26>{0}</color> kali di Arena"
task_context_240002,"Tingkatkan Pasukan Mitos <color=#EC6D26>{0}</color>  kali"
task_context_240003,"Dapatkan <color=#EC6D26>{0}</color> Trofi di PVP"
task_context_240004,"Selesaikan Gelombang 40 dalam Mode Co-op sebanyak <color=#EC6D26>{0}</color> kali"
task_context_240005,"Habiskan <color=#EC6D26>{0}</color> Energi Hijau"
task_context_240006,"Memenangkan <color=#EC6D26>{0}</color> Pertempuran Arena"
task_context_200001,"Masuk selama <color=#EC6D26>{0}</color> hari"
task_context_200002,"Buka Peti Loot <color=#EC6D26>{0}</color>"
task_context_200003,"Peroleh pasukan <color=#EC6D26>{0}</color> kali"
task_context_200004,"Tingkatkan pasukan sebanyak <color=#EC6D26>{0}</color> kali"
task_context_200005,"Kalahkan <color=#EC6D26>{0}</color> Musuh dalam Petualangan, Co-op, atau Arena"
task_context_200006,"Buka <color=#EC6D26>{0}</color> Lucky Time di Perekrutan Pasukan"
task_context_240007,"Gunakan Mantra Penyembuhan <color=#EC6D26>{0}</color> kali di Arena"
task_context_240008,"Tingkatkan bangunan sebanyak <color=#EC6D26>{0}</color> kali"
task_context_240009,"Dapatkan 3 Bintang dalam Petualangan <color=#EC6D26>{0}</color> kali"
task_context_90010,"Mainkan Infinite War <color=#EC6D26>{0}</color> kali"
task_context_64007,"Gunakan Pencari Cahaya atau Ahli Nujum untuk memberikan <color=#EC6D26>{0}</color> kerusakan di arena."
task_context_54004,"Gunakan Pencari Cahaya atau Ahli Nujum untuk melakukan <color=#EC6D26>{0}</color> pencarian lapangan"
task_group_title_22_0,"Misi Faksi"
task_context_54001,"Dengan menggunakan Pencari Cahaya atau Ahli Nujum, kerusakan kumulatif yang ditimbulkan adalah <color=#EC6D26>{0}</color>."
task_context_64008,"Gunakan Pencari Cahaya atau Ahli Nujum untuk memberikan <color=#EC6D26>{0}</color> kerusakan dalam perburuan."
task_context_54002,"Gunakan Pencari Cahaya atau Ahli Nujum untuk terlibat dalam pertempuran Mode Petualangan <color=#EC6D26>{0}</color>."
task_context_54003,"Gunakan Pencari Cahaya atau Ahli Nujum untuk terlibat dalam pertempuran Arena <color=#EC6D26>{0}</color>."
game_mode_name_33,"Tebakan Harian"
task_context_54005,"Gunakan Pencari Cahaya atau Ahli Nujum untuk melakukan <color=#EC6D26>{0}</color> perang tak terbatas."
task_context_80002,"Habiskan total <color=#EC6D26>{0}</color> Permata"
task_context_64006,"Gunakan Pencari Cahaya atau Ahli Nujum untuk memberikan <color=#EC6D26>{0}</color> kerusakan dalam Mode Petualangan."
task_context_54010,"Berpartisipasi dalam <color=#EC6D26>{0}</color> Tebak Harian"
task_context_54011,"Tebak dengan benar dalam permainan tebak harian <color=#EC6D26>{0}</color> putaran"
task_context_64001,"Dengan menggunakan Pencari Cahaya atau Ahli Nujum, kerusakan kumulatif yang ditimbulkan adalah <color=#EC6D26>{0}</color>."
task_context_64002,"Gunakan Pencari Cahaya atau Ahli Nujum untuk terlibat dalam pertempuran Mode Petualangan <color=#EC6D26>{0}</color>."
task_context_64005,"Gunakan Pencari Cahaya atau Ahli Nujum untuk melakukan <color=#EC6D26>{0}</color> perang tak terbatas."
task_context_64003,"Gunakan Pencari Cahaya atau Ahli Nujum untuk terlibat dalam pertempuran Arena <color=#EC6D26>{0}</color>."
task_context_64004,"Gunakan Pencari Cahaya atau Ahli Nujum untuk melakukan <color=#EC6D26>{0}</color> pencarian lapangan"
task_context_64009,"Gunakan Pencari Cahaya atau Ahli Nujum untuk memberikan <color=#EC6D26>{0}</color> kerusakan di Infinite Warfare."
task_context_64010,"Berpartisipasi dalam <color=#EC6D26>{0}</color> Tebak Harian"
task_context_64011,"Tebak dengan benar dalam permainan tebak harian <color=#EC6D26>{0}</color> putaran"
gameplay_tag_desc_5,PVP
task_context_63019,"Tebak dengan benar dalam permainan tebak harian <color=#EC6D26>{0}</color> putaran"
task_context_63018,"Berpartisipasi dalam <color=#EC6D26>{0}</color> Tebak Harian"
task_context_63017,"Menerima <color=#EC6D26>{0}</color> contoh dari Ahli Nujum"
task_context_53016,"Menerima <color=#EC6D26>{0}</color> unit dari Pencari Cahaya"
task_context_63016,"Menerima <color=#EC6D26>{0}</color> contoh dari Ahli Nujum"
camp_season_buff_desc_1,"Raja Api"
camp_season_buff_desc_2,"Penguasa Pasang"
res_name_1154,"Raja Api"
camp_season_buff_bubble_desc_1,"Raja Api"
task_context_62009,"Tebak dengan benar dalam permainan tebak harian <color=#EC6D26>{0}</color> putaran"
camp_season_buff_bubble_desc_2,"Penguasa Pasang"
task_context_62008,"Berpartisipasi dalam <color=#EC6D26>{0}</color> Tebak Harian"
task_context_53017,"Menerima <color=#EC6D26>{0}</color> unit dari Pencari Cahaya"
task_context_53019,"Tebak dengan benar dalam permainan tebak harian <color=#EC6D26>{0}</color> putaran"
task_context_53018,"Berpartisipasi dalam <color=#EC6D26>{0}</color> Tebak Harian"
res_name_1254,"Penguasa Pasang"
chatBubble_frame_access_13,"Paket dekorasi Natal 1Eksklusif"
chatBubble_frame_access_14,"Paket dekorasi Natal 2Eksklusif"
chatBubble_frame_access_12,"Eksklusif untuk Dragon Clash Season Pass."
lay_pref_title,Preferensi
deploy_btn,Pasang
task_context_90001,"Masuk selama <color=#EC6D26>{0}</color> hari"
task_context_90002,"Dapatkan <color=#EC6D26>{0}</color> Permata dari bangunan"
task_context_90003,"Dapatkan <color=#EC6D26>{0}</color> Koin dari pembangunan"
task_context_90004,"Terima <color=#EC6D26>{0}</color> Kayu dari bangunan"
task_context_90005,"Kalahkan <color=#EC6D26>{0}</color> Musuh dalam Petualangan, Co-op, atau Arena"
task_context_90006,"Mainkan Mode Kooperatif <color=#EC6D26>{0}</color> kali"
task_context_90007,"Mainkan Mode Petualangan <color=#EC6D26>{0}</color> kali"
task_context_90008,"Mainkan Pertempuran PVP <color=#EC6D26>{0}</color> kali"
task_context_90009,"Mainkan Berburu <color=#EC6D26>{0}</color> kali"
task_context_13245,"Gunakan Kepung untuk bertarung <color=#EC6D26>{0}</color> kali di Arena"
task_context_13252,"Gunakan Pasukan Umum untuk memberikan lebih dari <color=#EC6D26>{0}</color> kerusakan di Petualangan"
task_group_info_21,"Misi faksi yang diperbarui setiap hari dalam berbagai tahap; bekerja sama dengan pemain dari faksi yang sama untuk menyelesaikannya dan dapatkan hadiah poin tahap!"
task_context_13246,"Gunakan Sergap untuk bertarung <color=#EC6D26>{0}</color> kali di Arena"
